"Sr.","Direction","Stop Name Marathi","stop_name","stop_id","stop_lat","stop_lon","zone_id"
261,"Down","गजानन महाराज मंदिर आळंदी रोड ","Gajanan Maharaj Mandir Alandi Road","GAMAM1",18.632102,73.872929,"GAMAM1"
262,"UP","गालिंदे पथ","Galinde Path","GAPAT2",18.4846528,73.8104976,"GAPAT2"
263,"Down","गालिंदे पथ","Galinde Path","GAPAT1",18.4846528,73.8104976,"GAPAT1"
264,"UP","गनंजय सोसायटी","Gananjay Society","GASOC2",18.500157,73.804807,"GASOC2"
265,"Down","गनंजय सोसायटी","Gananjay Society","GASOC1",18.500167,73.804769,"GASOC1"
266,"UP","गांधी अ‍ॅसिड कंपनी","Gandhi Acid Company","GAACC2",18.57388908,73.88830295,"GAACC2"
267,"Down","गांधी अ‍ॅसिड कंपनी","Gandhi Acid Company","GAACC1",18.573801,73.888143,"GAACC1"
268,"UP","गांधी भवन फाटा","Gandhi Bhavan Phata","GABHP2",18.495867,73.813289,"GABHP2"
269,"Down","गांधी भवन फाटा","Gandhi Bhavan Phata","GABHP1",18.495108,73.813418,"GABHP1"
271,"UP","गणेशमळा","Ganesh Mala","GAMAL1",18.495082,73.837032,"GAMAL1"
272,"Down","गणेशमळा","Ganesh Mala","GAMAL2",18.495547,73.837802,"GAMAL2"
273,"UP","गणेश मंदिर पिंपळे गौरव","Ganesh Mandir Pimple Gaurav","GAMAP1",18.599879,73.792971,"GAMAP1"
274,"Down","गणेश मंदिर पिंपळे गौरव","Ganesh Mandir Pimple Gaurav","GAMAP2",18.599879,73.792971,"GAMAP2"
275,"UP","गणेश मंदिर रहाटणी","Ganesh Mandir Rahatani","GAMAR1",18.599805,73.793019,"GAMAR1"
276,"Down","गणेश मंदिर रहाटणी","Ganesh Mandir Rahatani","GAMAR2",18.599879,73.792971,"GAMAR2"
277,"UP","गणेश पार्क","Ganesh Park","GAPAR1",18.475343,73.822512,"GAPAR1"
278,"Down","गणेश पार्क","Ganesh Park","GAPAR2",18.475765,73.822838,"GAPAR2"
279,"UP","गणेशनगर","Ganeshnagar","GANES1",18.450584,73.810979,"GANES1"
280,"Down","गणेशनगर","Ganeshnagar","GANES2",18.450525,73.811049,"GANES2"
281,"UP","गणेशनगर आळंदी रोड ","Ganeshnagar Alandi Road","GAALR1",18.597641,73.873345,"GAALR1"
282,"Down","गणेशनगर आळंदी रोड ","Ganeshnagar Alandi Road","GAALR2",18.597641,73.873345,"GAALR2"
283,"UP","गणेशनगर आनंद पार्क","Ganeshnagar Anand Park","GAANP1",18.555017,73.928434,"GAANP1"
284,"Down","गणेशनगर आनंद पार्क","Ganeshnagar Anand Park","GAANP2",18.555017,73.928434,"GAANP2"
285,"UP","गणेश नगर डांगे चौक","Ganeshnagar Dange Chowk","GADAC1",18.612692,73.762715,"GADAC1"
286,"Down","गणेश नगर डांगे चौक","Ganeshnagar Dange Chowk","GADAC2",18.612834,73.762511,"GADAC2"
287,"UP","गणेशनगर धायरी ","Ganeshnagar Dhayari","GADHA1",18.450584,73.810979,"GADHA1"
288,"Down","गणेशनगर धायरी ","Ganeshnagar Dhayari","GADHA2",18.450525,73.811049,"GADHA2"
289,"UP","गणेशनगर टेल्को रोड ","Ganeshnagar Telco Road","GATER1",18.634334,73.828543,"GATER1"
290,"Down","गणेशनगर टेल्को रोड ","Ganeshnagar Telco Road","GATER2",18.634328,73.828278,"GATER2"
291,"UP","गंगानगर","Ganganagar","GANGA1",18.48754,73.951839,"GANGA1"
292,"Down","गंगा नगर","Ganganagar","GANGA2",18.486572,73.952622,"GANGA2"
293,"UP","गंगापूरम म्हाडा","Gangapuram Mhada","GAMHA1",18.567714,73.910939,"GAMHA1"
294,"Down","गंगापूरम म्हाडा","Gangapuram Mhada","GAMHA2",18.567714,73.910939,"GAMHA2"
295,"Down","गणपती चौक लक्ष्मी रोड ","Ganpati Chowk Laxmi Road","GACHL1",18.514957,73.854801,"GACHL1"
296,"UP","गारमाळ","Garmal","GARMA2",18.457268,73.811732,"GARMA2"
297,"Down","गारमाळ","Garmal","GARMA1",18.45744,73.811808,"GARMA1"
298,"UP","गरवारे कॉलेज","Garware College","GACOL2",18.512377,73.838648,"GACOL2"
299,"Down","गरवारे कॉलेज","Garware College","GACOL1",18.512053,73.838262,"GACOL1"
300,"UP","गवळी  माथा","Gavali Matha","GAMAT2",18.637065,73.825797,"GAMAT2"
301,"Down","गवळी माथा","Gavali Matha","GAMAT1",18.637073,73.826009,"GAMAT1"
302,"UP","गव्हाणेवस्ती भोसरी","Gavhanevasti Bhosari","GABHO2",18.620465,73.849228,"GABHO2"
303,"Down","जिओमॅट्रीक","Geometric","GEOME1",18.593441,73.73245,"GEOME1"
304,"UP","घरकुल कॉर्नर","Gharkul Corner","GHCOR2",18.665805,73.805652,"GHCOR2"
305,"Down","घरकुल कॉर्नर","Gharkul Corner","GHCOR1",18.665655,73.805891,"GHCOR1"
306,"UP","घरकुल वसाहत चिखली ","Gharkul Vasahat Chikhali","GHVAC2",18.669097,73.806195,"GHVAC2"
307,"Down","घरकुल वसाहत चिखली ","Gharkul Vasahat Chikhali","GHVAC1",18.669547,73.806357,"GHVAC1"
308,"UP","घोरपडे पेठ","Ghorpade Peth","GHPET2",18.500038,73.86487,"GHPET2"
309,"Down","घोरपडे पेठ","Ghorpade Peth","GHPET1",18.500768,73.864075,"GHPET1"
311,"UP","गिरिधर भवन","Giridhar Bhavan","GIBHA1",18.492908,73.868842,"GIBHA1"
312,"Down","गर्ल्स  स्कूल","Girls School","GISCH2",18.516258,73.850995,"GISCH2"
313,"UP","गोडाउन तळेगाव ढमढेरे","Godown Talegaon Dhamdhere","GOTAD1",18.665761,74.15372,"GOTAD1"
314,"Down","गोडाउन तळेगाव ढमढेरे","Godown Talegaon Dhamdhere","GOTAD2",18.665761,74.15372,"GOTAD2"
315,"UP","गोडावुन तालेरा ","Godown Talera","GOTAL1",18.576234,73.964218,"GOTAL1"
316,"Down","गोडावुन तालेरा ","Godown Talera","GOTAL2",18.576077,73.963982,"GOTAL2"
317,"Down","गोखले हॉल","Gokhale Hall","GOHAL1",18.514288,73.851612,"GOHAL1"
318,"Down","गोकुळ भवन","Gokul Bhavan","GOBHA2",18.501725,73.858564,"GOBHA2"
319,"UP","गोल मार्केट","Gol Market Aundh Road","GOMAA1",18.5511,73.821632,"GOMAA1"
320,"Down","गोल मार्केट","Gol Market Aundh Road","GOMAA2",18.551838,73.818967,"GOMAA2"
321,"UP","गोळीबार मैदान","Golibar Maidan","GOMAI1",18.502524,73.877153,"GOMAI1"
322,"Down","गोळीबार मैदान","Golibar Maidan","GOMAI2",18.502116,73.875946,"GOMAI2"
323,"UP","गोंधळेनगर","Gondhalenagar","GONDH1",18.493831,73.946983,"GONDH1"
324,"Down","गोंधळे नगर","Gondhalenagar","GONDH2",18.494793,73.94599,"GONDH2"
325,"UP","गुडलक चौक","Goodluck Chowk","GOCHO1",18.518744,73.841398,"GOCHO1"
326,"UP","गोविंद यशदा चौक","Govind Yashada Chowk","GOYAC2",18.596773,73.802083,"GOYAC2"
327,"Down","गोविंद यशदा चौक","Govind Yashada Chowk","GOYAC1",18.597068,73.802292,"GOYAC1"
328,"UP","जी.पी.ओ.","GPO","GPO002",18.523591,73.875318,"GPO002"
329,"Down","जी.पी.ओ.","GPO","GPO001",18.523591,73.875318,"GPO001"
330,"UP","ग्रीन ओक्स कंपनी","Green Oaks Company","GROAC2",18.564704,73.918117,"GROAC2"
331,"Down","ग्रीन ओक्स कंपनी","Green Oaks Company","GROAC1",18.564574,73.918214,"GROAC1"
332,"UP","गार्डरूम","Guardroom","GUARD2",18.568585,73.897294,"GUARD2"
333,"Down","गार्डरूम","Guardroom","GUARD1",18.568319,73.897202,"GUARD1"
334,"UP","गुंजन कॉर्नर","Gunjan Corner","GUCOR2",18.54574,73.8880633,"GUCOR2"
335,"Down","गुंजन कॉर्नर","Gunjan Corner","GUCOR1",18.545703,73.888103,"GUCOR1"
336,"UP","गुप्ता स्टील","Gupta Steel","GUSTE2",18.662625,74.091272,"GUSTE2"
337,"Down","गुप्ता  स्टील","Gupta Steel","GUSTE1",18.662625,74.091272,"GUSTE1"
338,"UP","गुरु गणेशनगर","Guru Ganeshnagar","GUGAN2",18.503028,73.799295,"GUGAN2"
339,"Down","गुरु गणेशनगर","Guru Ganeshnagar","GUGAN1",18.50294,73.79942,"GUGAN1"
340,"UP","गुरूप्रसाद बंगला","Guruprasad Bungalow","GUBUN2",18.536776,73.880954,"GUBUN2"
341,"UP","एच.ए.","HA","HA0001",18.620768,73.81072,"HA0001"
342,"Down","एच.ए.","HA","HA0002",18.620791,73.810084,"HA0002"
343,"UP","हडपसर गाडीतळ","Hadapsar Gadital","HAGAD1",18.50023,73.938658,"HAGAD1"
344,"Down","हडपसर गाडीतळ","Hadapsar Gadital","HAGAD2",18.500881,73.938931,"HAGAD2"
345,"UP","हडपसरगांव","Hadapsargaon","HADAP1",18.50153,73.930777,"HADAP1"
346,"Down","हडपसरगांव","Hadapsargaon","HADAP2",18.501774,73.933137,"HADAP2"
347,"UP","एचडीएफसी","HDFC","HDFC01",18.65455,73.803215,"HDFC01"
348,"Down","एचडीएफसी","HDFC","HDFC02",18.65464,73.803403,"HDFC02"
349,"UP","हिंगणे","Hingne","HINGN1",18.481473,73.825964,"HINGN1"
351,"Down","हिंगणे","Hingne","HINGN2",18.480242,73.825336,"HINGN2"
353,"UP","हिंजवडी जकात नाका","Hinjawadi Jakat Naka","HIJAN1",18.59082,73.746846,"HIJAN1"
354,"Down","हिंजवडी जकात नाका","Hinjawadi Jakat Naka","HIJAN2",18.590977,73.746943,"HIJAN2"
355,"UP","हिंजवडी माण फेज ३","Hinjawadi Maan Phase 3","HIMAP1",18.576539,73.688389,"HIMAP1"
356,"Down","हिंजवडी माण फेज ३","Hinjawadi Maan Phase 3","HIMAP2",18.576553,73.688178,"HIMAP2"
357,"UP","हिंजवडीगांव","Hinjawadigaon","HINJA1",18.59168,73.739043,"HINJA1"
358,"Down","हिंजवडीगांव","Hinjawadigaon","HINJA2",18.591702,73.739,"HINJA2"
359,"UP","हिराबाग","Hirabaug","HIRAB1",18.50435,73.8548,"HIRAB1"
360,"UP","होळकर पुल कॉर्नर","Holkar Pul Corner","HOPUC2",18.552882,73.864516,"HOPUC2"
361,"Down","होळकर पुल कॉर्नर","Holkar Pul Corner","HOPUC1",18.552622,73.865206,"HOPUC1"
362,"UP","होळकर वॉटर वर्क्स","Holkar water works","HOWAW2",18.557016,73.858665,"HOWAW2"
363,"Down","होळकर वॉटर वर्क्स","Holkar water works","HOWAW1",18.55669,73.859787,"HOWAW1"
364,"UP","होम गार्ड","Homegaurd","HOMEG2",18.55611,73.875129,"HOMEG2"
365,"Down","होम गार्ड","Homegaurd","HOMEG1",18.55611,73.875129,"HOMEG1"
366,"UP","आयबीएम","IBM","IBM002",18.489303,73.950519,"IBM002"
367,"Down","आय बी एम","IBM","IBM001",18.489437,73.950599,"IBM001"
368,"UP","आयडियल कॉलनी","Ideal Colony","IDCOL2",18.510772,73.818573,"IDCOL2"
369,"Down","आयडियल कॉलनी","Ideal Colony","IDCOL1",18.510252,73.817509,"IDCOL1"
370,"Down","इनकम टॅक्स ऑफिस","Income Tax Office","INTAO2",18.525427,73.876599,"INTAO2"
371,"Down","इनकम टॅक्स ऑफिस","Income Tax Office","INTAO1",18.525427,73.876599,"INTAO1"
372,"UP","इंडियन कार्ड ","Indian Card","INCAR2",18.616598,73.813633,"INCAR2"
373,"Down","इंडियन कार्ड ","Indian Card","INCAR1",18.615937,73.814825,"INCAR1"
374,"UP","इंडियन ह्युम पाईप","Indian Hume Pipe","INHUP2",18.470432,73.82037,"INHUP2"
375,"Down","इंडियन ह्युम पाईप","Indian Hume Pipe","INHUP1",18.470329,73.820517,"INHUP1"
376,"UP","इंदिरानगर","Indiranagar","INDIR2",18.641185,73.783027,"INDIR2"
377,"Down","इंदिरानगर","Indiranagar","INDIR1",18.641187,73.783319,"INDIR1"
378,"UP","इंद्रायणी नगर कॉर्नर","Indrayaninagar Corner","INCOR2",18.629477,73.832726,"INCOR2"
379,"Down","इंद्रायणीनगर कॉर्नर","Indrayaninagar Corner","INCOR1",18.629477,73.832726,"INCOR1"
380,"UP","इन्फोसीस फेज 1","Infosys Phase 1","INPH12",18.58637,73.733315,"INPH12"
381,"Down","इन्फोसिसिफेज 1","Infosys Phase 1","INPH11",18.586352,73.733913,"INPH11"
382,"UP","इन्फोसीस फेज 2","Infosys Phase 2","INPH22",18.593536,73.708345,"INPH22"
383,"Down","इन्फोसिसिफेज 2","Infosys Phase 2","INPH21",18.593475,73.707658,"INPH21"
384,"UP","आयटी टॉवर","IT Tower","ITTOW2",18.550078,73.939628,"ITTOW2"
385,"Down","आयटी टॉवर","IT Tower","ITTOW1",18.549865,73.94029,"ITTOW1"
386,"UP","आयटीआय तळेगाव ढमढेरे","ITI Talegaon Dhamdhere","ITTAD2",18.670997,74.14648,"ITTAD2"
387,"Down","आयटीआय तळेगाव ढमढेरे","ITI Talegaon Dhamdhere","ITTAD1",18.670997,74.14648,"ITTAD1"
388,"UP","जाधव वस्ती","Jadhavvasti","JADHA2",18.59205,74.00307,"JADHA2"
389,"Down","जाधववस्ती","Jadhavvasti","JADHA1",18.59205,74.00307,"JADHA1"
390,"UP","जगताप डेअरी","Jagtap Dairy","JADAI2",18.593295,73.784213,"JADAI2"
391,"Down","जगताप डेअरी","Jagtap Dairy","JADAI1",18.593459,73.784509,"JADAI1"
392,"UP","जगताप डेअरी लोणीकंद","Jagtap Dairy Lonikand","JADAL2",18.6158608,74.0192332,"JADAL2"
393,"Down","जगताप डेअरी लोणीकंद","Jagtap Dairy Lonikand","JADAL1",18.6158608,74.0192332,"JADAL1"
394,"UP","जगतापवस्ती","Jagtapvasti","JAGTA2",18.630682,74.03924,"JAGTA2"
395,"Down","जगतापवस्ती","Jagtapvasti","JAGTA1",18.630682,74.03924,"JAGTA1"
396,"UP","जय भवानीनगर","Jai Bhavaninagar","JABHA2",18.509517,73.812489,"JABHA2"
397,"Down","जय भवानीनगर","Jai Bhavaninagar","JABHA1",18.508503,73.81067,"JABHA1"
398,"UP","जय गणेश व्हिजन","Jai Ganesh Vision","JAGAV2",18.648542,73.785029,"JAGAV2"
399,"Down","जय गणेश व्हिजन","Jai Ganesh Vision","JAGAV1",18.647632,73.785088,"JAGAV1"
400,"UP","जयदेवनगर","Jaidevnagar","JAIDE2",18.48944,73.830992,"JAIDE2"
401,"Down","जयदेवनगर","Jaidevnagar","JAIDE1",18.488766,73.830231,"JAIDE1"
402,"UP","जकतेवस्ती","Jakatevasti","JAKAT2",18.688382,74.126058,"JAKAT2"
403,"Down","जकतेवस्ती","Jakatevasti","JAKAT1",18.688382,74.126058,"JAKAT1"
404,"UP","जनकबाबा दर्गा","Janakbaba Darga","JADAR2",18.56552833,73.94392333,"JADAR2"
405,"Down","जनकबाबा दर्गा","Janakbaba Darga","JADAR1",18.565467,73.94408,"JADAR1"
406,"UP","जवळकरनगर","Javalkarnagar","JAVAL2",18.60009791,73.81315527,"JAVAL2"
407,"Down","जवळकरनगर","Javalkarnagar","JAVAL1",18.60020506,73.81313705,"JAVAL1"
408,"UP","जयश्री  टॉकीज","Jayshree Talkies","JATAL2",18.64196,73.79202,"JATAL2"
409,"Down","जयश्री  टॉकीज","Jayshree Talkies","JATAL1",18.6419117,73.7926867,"JATAL1"
410,"Down","जहांगीर हॉस्पिटल","Jehangir Hospital","JEHOS2",18.532523,73.877463,"JEHOS2"
411,"UP","जिजामाताबाग","Jijamatabaug","JIJAM1",18.518821,73.858364,"JIJAM1"
412,"Down","जिजामाताबाग","Jijamatabaug","JIJAM2",18.518609,73.856971,"JIJAM2"
413,"Down","जिल्हा परिषद","Jilha Parishad","JIPAR1",18.523333,73.869069,"JIPAR1"
414,"UP","जिल्हा परिषद  बँक","Jilha Parishad Bank","JIPAB2",18.523072,73.870589,"JIPAB2"
415,"Down","जिल्हा परिषद बँक","Jilha Parishad Bank","JIPAB1",18.52312,73.870702,"JIPAB1"
416,"UP","जोग इंगजिनीरिंग","Jog Enggineering","JOENG2",18.544811,73.930828,"JOENG2"
417,"Down","जोग इंगजिनीरिंग","Jog Enggineering","JOENG1",18.547792,73.929866,"JOENG1"
418,"UP","जुना पुलगेट","Juna Pulgate","JUPUL2",18.508629,73.879463,"JUPUL2"
419,"Down","जुना पुलगेट","Juna Pulgate","JUPUL1",18.507808,73.879415,"JUPUL1"
420,"UP","कचरा डेपो कोथरुड ","Kachara Depot Kothrud","KADEK2",18.507639,73.799208,"KADEK2"
421,"Down","कचरा डेपो कोथरुड ","Kachara Depot Kothrud","KADEK1",18.507395,73.799863,"KADEK1"
422,"UP","कैलास मार्केट","Kailas Market","KAIMA2",18.567976,73.912547,"KAIMA2"
423,"Down","कैलास मार्केट","Kailas Market","KAIMA1",18.567815,73.914777,"KAIMA1"
424,"UP","काळाखडक वसाहत","Kala Khadak Vasahat","KAKHV2",18.610492,73.759623,"KAKHV2"
425,"Down","काळाखडक वसाहत","Kala Khadak Vasahat","KAKHV1",18.610465,73.759434,"KAKHV1"
426,"UP","कळस","Kalas","KALAS2",18.579815,73.87626,"KALAS2"
427,"Down","कळस","Kalas","KALAS1",18.579819,73.876346,"KALAS1"
428,"UP","काळभोरनगर","Kalbhornagar","KALBH2",18.646015,73.7886,"KALBH2"
429,"Down","काळभोर नगर","Kalbhornagar","KALBH1",18.6468694,73.7884297,"KALBH1"
430,"UP","काळेवाडी फाटा","Kalewadi Phata","KAPHA2",18.604094,73.776362,"KAPHA2"
431,"Down","काळेवाडी फाटा","Kalewadi Phata","KAPHA1",18.604538,73.775959,"KAPHA1"
432,"UP","कल्पतरू सोसायटी","Kalpataru Society","KASOC2",18.60179768,73.81618294,"KASOC2"
433,"Down","कल्पतरू सोसायटी","Kalpataru Society","KASOC1",18.60190356,73.81619255,"KASOC1"
434,"UP","काळूबाई मंदीर रामटेकडी","Kalubai Mandir Ramtekdi","KABMA2",18.506455,73.907477,"KABMA2"
435,"Down","काळूबाई मंदीर रामटेकडी","Kalubai Mandir Ramtekdi","KABMA1",18.506535,73.90651,"KABMA1"
436,"UP","कल्याणी फोर्ज नगर रोड","Kalyani Forge Nagar Road","KAFON2",18.656931,74.082584,"KAFON2"
437,"Down","कल्याणी फोर्ज नगर रोड","Kalyani Forge Nagar Road","KAFON1",18.656931,74.082584,"KAFON1"
438,"UP","कमलनयन बजाज स्कूल","Kamalnayan Bajaj School","KABAS2",18.658834,73.796619,"KABAS2"
439,"Down","कमलनयन बजाज स्कूल","Kamalnayan Bajaj School","KABAS1",18.659317,73.796196,"KABAS1"
440,"UP","करण पार्क","Karan Park","KAPAR2",18.555112,73.920766,"KAPAR2"
441,"Down","करण पार्क","Karan Park","KAPAR1",18.555067,73.920763,"KAPAR1"
442,"UP","कारभार कंपनी","Karhar Company","KACOM2",18.553319,73.928686,"KACOM2"
443,"Down","कारभार कंपनी","Karhar Company","KACOM1",18.552925,73.928671,"KACOM1"
444,"UP","कर्वे बंगला","Karve Bungalow","KABUN2",18.5116521,73.8292096,"KABUN2"
445,"Down","कर्वे बंगला","Karve Bungalow","KABUN1",18.510195,73.83019,"KABUN1"
447,"UP","कर्वे पुतळा","Karve Putala","KAPUT1",18.502398,73.816497,"KAPUT1"
448,"Down","कर्वे पुतळा","Karve Putala","KAPUT3",18.50177,73.814902,"KAPUT3"
449,"Down","कर्वे पुतळा","Karve Putala","KAPUT2",18.502023,73.814799,"KAPUT2"
450,"UP","कर्वेनगर","Karvenagar","KARVE2",18.489301,73.814452,"KARVE2"
451,"Down","कर्वेनगर","Karvenagar","KARVE1",18.489405,73.814742,"KARVE1"
452,"UP","कासारवाडी","Kasarwadi","KASAR2",18.604249,73.824399,"KASAR2"
453,"Down","कासारवाडी","Kasarwadi","KASAR1",18.604412,73.824906,"KASAR1"
454,"Down","कसबा पेठ पोलीस चौकी","Kasba Peth Police Chowky","KASEP2",18.520398,73.85587,"KASEP2"
455,"UP","कसपटे  चौक","Kaspate Chowk","KACHO1",18.58970111,73.77849683,"KACHO1"
456,"Down","कसपटे चौक","Kaspate Chowk","KACHO2",18.58977661,73.77852609,"KACHO2"
457,"UP","कस्तुरबा गांधी जनरल हॉस्पिटल","Kasturba Gandhi General Hospital","KAGAG1",18.573011,73.881662,"KAGAG1"
458,"Down","कस्तुरबा गांधी जनरल हॉस्पिटल","Kasturba Gandhi General Hospital","KAGAG2",18.573189,73.882037,"KAGAG2"
459,"UP","कस्तुरबा गांधी वसाहत","Kasturba Gandhi Vasahat","KAGAV1",18.555013,73.81882,"KAGAV1"
460,"Down","कस्तुरबा गांधी वसाहत","Kasturba Gandhi Vasahat","KAGAV2",18.555146,73.818967,"KAGAV2"
461,"UP","कस्तुरी मार्केट","Kasturi Market","KAMAR1",18.664373,73.795122,"KAMAR1"
462,"Down","कस्तुरी मार्केट","Kasturi Market","KAMAR2",18.664381,73.79524,"KAMAR2"
463,"UP","कस्तुरी शिक्षण संस्था","Kasturi Shikshan Sanstha","KASHS1",18.698905,74.139532,"KASHS1"
464,"Down","कस्तुरी शिक्षण संस्था","Kasturi Shikshan Sanstha","KASHS2",18.699271,74.136141,"KASHS2"
465,"UP","काटे पाटील चौक","Kate Patil Chowk","KAPAC1",18.599438,73.807052,"KAPAC1"
466,"Down","काटे पाटील चौक","Kate Patil Chowk","KAPAC2",18.599456,73.807442,"KAPAC2"
467,"UP","काटे पेट्रोल पंप","Kate Petrol Pump","KAPEP1",18.592845,73.801594,"KAPEP1"
468,"Down","काटे पेट्रोल पंप","Kate Petrol Pump","KAPEP2",18.592649,73.801894,"KAPEP2"
469,"UP","कात्रज","Katraj","KATRA1",18.4476,73.8585,"KATRA1"
470,"Down","कात्रज","Katraj","KATRA2",18.446651,73.859105,"KATRA2"
471,"UP","केकान गॅस","Kekan gas","KEGAS1",18.574638,73.895561,"KEGAS1"
472,"Down","केकान गॅस","Kekan gas","KEGAS2",18.57476,73.895605,"KEGAS2"
473,"UP","केईएम हॉस्पीटल","KEM Hospital","KEHOS1",18.520065,73.8678433,"KEHOS1"
474,"Down","केईएम हॉस्पीटल","KEM Hospital","KEHOS2",18.520358,73.867655,"KEHOS2"
475,"UP","केंद्रीय विद्यालय संगमवाडी","Kendriya Vidyalaya Sangamwadi","KEVIS1",18.545414,73.876262,"KEVIS1"
476,"Down","केंद्रीय विद्यालय संगमवाडी","Kendriya Vidyalaya Sangamwadi","KEVIS2",18.545414,73.876262,"KEVIS2"
477,"UP","केसरीवाडा","Kesariwada","KESAR1",18.516253,73.848912,"KESAR1"
478,"UP","केसनंद फाटा","Kesnand Phata","KEPHA2",18.581185,73.987277,"KEPHA2"
479,"Down","केसनंद फाटा","Kesnand Phata","KEPHA1",18.58076,73.987652,"KEPHA1"
480,"UP","खडकी बाजार","Khadki Bazar","KHBAZ2",18.566474,73.84844,"KHBAZ2"
481,"Down","खडकी बाजार","Khadki Bazar","KHBAZ1",18.56669,73.848951,"KHBAZ1"
482,"UP","खांदवे नगर ","Khandvenagar","KHAND2",18.572087,73.954916,"KHAND2"
483,"Down","खांदवे नगर ","Khandvenagar","KHAND1",18.572062,73.955205,"KHAND1"
484,"UP","खराडी बायपास","Kharadi Bypass","KHBYP2",18.5624035,73.937675,"KHBYP2"
485,"Down","खराडी बायपास","Kharadi Bypass","KHBYP1",18.5624035,73.937675,"KHBYP1"
486,"UP","खराडी गाव","Kharadi Gaon","KHGAO2",18.548867,73.94194,"KHGAO2"
487,"Down","खराडी गाव","Kharadi Gaon","KHGAO1",18.547737,73.946138,"KHGAO1"
488,"UP","खराळवाडी","Kharalwadi","KHARA2",18.623265,73.808003,"KHARA2"
489,"Down","खराळवाडी","Kharalwadi","KHARA1",18.623384,73.807896,"KHARA1"
490,"UP","खरडकरनगर","Khardkarnagar","KHARD2",,,"KHARD2"
491,"Down","खरडकरनगर","Khardkarnagar","KHARD1",,,"KHARD1"
492,"UP","खुळेवाडी","Khulewadi","KHULE2",18.568434,73.934222,"KHULE2"
493,"Down","खुळेवाडी","Khulewadi","KHULE1",18.56847,73.934233,"KHULE1"
494,"UP","किर्लोस्कर प्रेस","Kirloskar Press","KIPRE2",18.49662,73.859306,"KIPRE2"
495,"Down","किर्लोस्कर प्रेस","Kirloskar Press","KIPRE1",18.496603,73.859874,"KIPRE1"
496,"UP","किर्तनेबाग","Kirtanebaug","KIRTA2",18.523127,73.932197,"KIRTA2"
497,"Down","किर्तनेबाग","Kirtanebaug","KIRTA1",18.523369,73.932291,"KIRTA1"
498,"UP","कोकणे चौक","Kokane Chowk","KOCHO2",18.59756,73.79078,"KOCHO2"
499,"Down","कोकणे चौक","Kokane Chowk","KOCHO1",18.597642,73.790316,"KOCHO1"
500,"UP","कोणार्क कॅम्पस","Konark Campus","KOCAM2",18.570636,73.911187,"KOCAM2"
501,"Down","कोणार्क कॅम्पस","Konark Campus","KOCAM1",18.570814,73.9112,"KOCAM1"
502,"UP","कोणार्कनगर","Konarknagar","KONAR2",18.566576,73.910901,"KONAR2"
503,"Down","कोणार्कनगर","Konarknagar","KONAR1",18.566456,73.910849,"KONAR1"
504,"UP","कोरेगांव भिमा","Koregaon Bhima","KOBHI2",18.645889,74.059924,"KOBHI2"
505,"Down","कोरेगांव भिमा","Koregaon Bhima","KOBHI1",18.645889,74.059924,"KOBHI1"
506,"UP","कोथरुड डेपो","Kothrud Depot","KODEP2",18.507263,73.794642,"KODEP2"
507,"Down","कोथरुड डेपो","Kothrud Depot","KODEP1",18.507848,73.79499,"KODEP1"
508,"UP","कोथरुड स्टॅन्ड","Kothrud Stand","KOSTA2",18.499951,73.813476,"KOSTA2"
509,"Down","कोथरुड स्टॅन्ड","Kothrud Stand","KOSTA1",18.499951,73.813476,"KOSTA1"
510,"UP","कृष्ण मंदिर निगडी","Krushna Mandir Nigdi","KRMAN2",18.663446,73.773678,"KRMAN2"
511,"Down","कृष्ण मंदिर निगडी","Krushna Mandir Nigdi","KRMAN1",18.663446,73.773678,"KRMAN1"
512,"UP","कृष्णानगर","Krushnanagar","KRUSH2",18.667244,73.78885,"KRUSH2"
513,"Down","कृष्णानगर","Krushnanagar","KRUSH1",18.667328,73.7884,"KRUSH1"
514,"UP","कृष्णानगर कॉर्नर","Krushnanagar Corner","KRCOR2",18.66668,73.795761,"KRCOR2"
515,"Down","कृष्णानगर कॉर्नर","Krushnanagar Corner","KRCOR1",18.666644,73.795881,"KRCOR1"
516,"UP","केएसबी चौक","KSB Chowk","KSCHO2",18.650748,73.80877,"KSCHO2"
517,"Down","केएसबी चौक","KSB Chowk","KSCHO1",18.650335,73.809879,"KSCHO1"
518,"UP","कुलकर्णी पेट्रोल पंप","Kulkarni Petrol Pump","KUPEP2",18.51289,73.844842,"KUPEP2"
519,"Down","कुलकर्णी पेट्रोल पंप","Kulkarni Petrol Pump","KUPEP1",18.512894,73.843946,"KUPEP1"
520,"UP","कुंबरे पार्क","Kumbare Park","KUPAR2",18.503207,73.79788,"KUPAR2"
521,"Down","कुंबरे पार्क","Kumbare Park","KUPAR1",18.503151,73.797887,"KUPAR1"
522,"UP","कुंभारवाडा","Kumbharwada","KUMBH2",18.524684,73.859098,"KUMBH2"
523,"Down","कुंभारवाडा","Kumbharwada","KUMBH1",18.524679,73.85872,"KUMBH1"
524,"UP","कुणाल आयकॉन","Kunal Icon","KUICO2",18.594158,73.790932,"KUICO2"
525,"Down","कुणाल आयकॉन","Kunal Icon","KUICO1",18.594144,73.791087,"KUICO1"
526,"UP","लक्ष्मणनगर","Lakshman Nagar","LANAG2",18.611298,73.768424,"LANAG2"
