"Sr.","Direction","Stop Name Marathi","stop_name","stop_id","stop_lat","stop_lon","zone_id"
527,"Down","लक्ष्मणनगर","Lakshman Nagar","LANAG1",18.611483,73.768667,"LANAG1"
528,"UP","लांडेवाडी","Landewadi","LANDE2",18.6206654,73.840835,"LANDE2"
529,"Down","लांडेवाडी","Landewadi","LANDE1",18.620724,73.8440893,"LANDE1"
530,"UP","लॉ कॉलेज","Law College","LACOL2",18.516093,73.829013,"LACOL2"
531,"Down","लॉ कॉलेज","Law College","LACOL1",18.517247,73.829223,"LACOL1"
532,"UP","लक्ष्मणनगर","Laxmannagar","LAXMA2",18.611298,73.768424,"LAXMA2"
533,"Down","लक्ष्मणनगर","Laxmannagar","LAXMA1",18.611483,73.768667,"LAXMA1"
534,"UP","लक्ष्मी कॉलनी","Laxmi Colony","LAXCO2",18.49806,73.95791,"LAXCO2"
535,"Down","लक्ष्मी कॉलनी","Laxmi Colony","LAXCO1",18.4984,73.957107,"LAXCO1"
536,"UP","लक्ष्मी मंदिर","Laxmi Mandir","LAMAN2",18.681638,74.141913,"LAMAN2"
537,"Down","लक्ष्मी मंदिर","Laxmi Mandir","LAMAN1",18.681638,74.141913,"LAMAN1"
538,"UP","लक्ष्मीनगर कॉर्नर","Laxminagar Corner","LACOR2",18.492155,73.849734,"LACOR2"
539,"Down","लक्ष्मीनगर कॉर्नर","Laxminagar Corner","LACOR1",18.492622,73.850622,"LACOR1"
540,"UP","लक्ष्मीनारायण टॉकीज","Laxminarayan Talkies","LATAL2",18.4962,73.858,"LATAL2"
541,"Down","लक्ष्मीनारायण टॉकीज","Laxminarayan Talkies","LATAL1",18.4970009,73.8581605,"LATAL1"
542,"UP","एल आय सी कॉर्नर","LIC Corner","LICOR2",18.661823,73.781192,"LICOR2"
543,"Down","एल आय सी कॉर्नर","LIC Corner","LICOR1",18.661925,73.781004,"LICOR1"
544,"UP","लोकमंगल","Lokmangal","LOKMA2",18.529994,73.850698,"LOKMA2"
545,"Down","लोकमंगल","Lokmangal","LOKMA1",,,"LOKMA1"
546,"UP","लोकमान्य हॉस्पिटल","Lokmanya Hospital","LOHOS2",18.636574,73.789114,"LOHOS2"
547,"Down","लोकमान्य हॉस्पिटल","Lokmanya Hospital","LOHOS1",18.63628,73.789121,"LOHOS1"
548,"UP","लोणीकंद","Lonikand","LONIK2",18.620656,74.024809,"LONIK2"
549,"Down","लोणीकंद","Lonikand","LONIK1",18.620656,74.024809,"LONIK1"
550,"UP","मनपा","Ma Na Pa","MANAP2",18.5223076,73.8525531,"MANAP2"
551,"Down","मनपा","Ma Na Pa","MANAP1",18.522409,73.852753,"MANAP1"
552,"UP","मनपा शाळा वाकड","Ma Na Pa Shala Wakad","MANAS2",18.594519,73.77366,"MANAS2"
553,"Down","मनपा शाळा वाकड","Ma Na Pa Shala Wakad","MANAS1",18.594453,73.77355,"MANAS1"
554,"UP","मफतलाल बंगला","Mafatlal Bungalow","MABUN2",18.536487,73.836493,"MABUN2"
555,"UP","मगरपट्टा दवाखाना","Magarpatta Dawakhana","MADAW1",18.502609,73.926629,"MADAW1"
556,"Down","मगरपट्टा दवाखाना","Magarpatta Dawakhana","MADAW2",18.502579,73.927758,"MADAW2"
557,"UP","मगरपट्टा म.न.पा. शाळा","Magarpatta Ma Na Pa Shala","MAMAN1",18.512321,73.93235,"MAMAN1"
558,"Down","मगरपट्टा म.न.पा. शाळा","Magarpatta Ma Na Pa Shala","MAMAN2",18.512158,73.932533,"MAMAN2"
559,"UP","मॅगझीन","Magzine","MAGZI1",18.633258,73.87479,"MAGZI1"
560,"Down","मॅगझीन","Magzine","MAGZI2",18.63351,73.874876,"MAGZI2"
561,"UP","महादेव मंदिर पिंपळे सौदागर","Mahadev Mandir Pimple Saudagar","MAMAP1",18.601772,73.799366,"MAMAP1"
562,"Down","महादेव मंदिर पिंपळे सौदागर","Mahadev Mandir Pimple Saudagar","MAMAP2",18.602028,73.799867,"MAMAP2"
563,"UP","महाराष्ट्र  चौक","Maharashtra Chowk","MACHO1",18.624276,73.85691,"MACHO1"
564,"Down","महाराष्ट्र चौक","Maharashtra Chowk","MACHO2",18.624179,73.856257,"MACHO2"
565,"UP","महर्षीनगर","Maharshinagar","MAHAR1",18.492113,73.862913,"MAHAR1"
566,"Down","महर्षीनगर","Maharshinagar","MAHAR2",18.492113,73.862913,"MAHAR2"
567,"UP","महर्षीनगर  शाळा","Maharshinagar Shala","MASHA1",18.492395,73.866214,"MASHA1"
568,"Down","महर्षीनगर  शाळा","Maharshinagar Shala","MASHA2",18.492395,73.866214,"MASHA2"
569,"UP","महात्मागांधी बस स्टॅन्ड","MahatmaGandhi Bas Stand","MABAS1",18.506288,73.88228,"MABAS1"
570,"Down","महात्मागांधी बस स्टॅन्ड","MahatmaGandhi Bas Stand","MABAS2",18.506257,73.882003,"MABAS2"
571,"UP","महावीरनगर","Mahavirnagar","MAHAV1",18.54686,73.92415,"MAHAV1"
572,"Down","महावीरनगर","Mahavirnagar","MAHAV2",18.54686,73.92415,"MAHAV2"
573,"UP","माळवाडी","Malwadi","MALWA1",18.480367,73.801004,"MALWA1"
574,"Down","माळवाडी","Malwadi","MALWA2",18.480232,73.800964,"MALWA2"
575,"UP","मानाजीबाग","Manajibaug","MANAJ1",18.569856,73.841761,"MANAJ1"
576,"Down","मानाजीबाग","Manajibaug","MANAJ2",18.569828,73.841737,"MANAJ2"
577,"UP","माणिक बाग","Manikbaug","MANIK1",18.47167,73.820864,"MANIK1"
579,"Down","माणिकबाग","Manikbaug","MANIK2",18.473245,73.82165,"MANIK2"
580,"UP","मांजरी फार्म","Manjari Farm","MAFAR2",18.496726,73.967641,"MAFAR2"
581,"Down","मांजरी फार्म","Manjari Farm","MAFAR1",18.496678,73.967656,"MAFAR1"
582,"UP","मानकर चौक","Mankar Chowk","MANCH2",18.58975243,73.77431346,"MANCH2"
583,"Down","मानकर चौक","Mankar Chowk","MANCH1",18.58998225,73.77439317,"MANCH1"
584,"UP","मार्शल","Marshal","MARSH2",18.601114,73.826897,"MARSH2"
585,"Down","मार्शल","Marshal","MARSH1",18.601342,73.826247,"MARSH1"
586,"Down","मारुती मंदिर","Maruti Mandir","MAMAD2",18.503564,73.820344,"MAMAD2"
587,"UP","मारुती मंदिर कोथरूड","Maruti Mandir Kothrud","MAMAK1",18.503793,73.82036,"MAMAK1"
588,"Down","मारुती मंदिर कोथरूड","Maruti Mandir Kothrud","MAMAK2",18.503564,73.820344,"MAMAK2"
589,"UP","मॅच वेल कंपनी","Match Well Company","MAWEC1",18.549633,73.918628,"MAWEC1"
590,"Down","मॅच वेल कंपनी","Match Well Company","MAWEC2",18.549643,73.918525,"MAWEC2"
591,"UP","माती गणपती","Mati Ganpati","MAGAN1",18.515806,73.846891,"MAGAN1"
592,"Down","माती गणपती","Mati Ganpati","MAGAN2",18.515966,73.847374,"MAGAN2"
593,"UP","मिरा सोसायटी","Meera Society","MESOC1",18.50188,73.8705738,"MESOC1"
594,"Down","मिरा सोसायटी","Meera Society","MESOC2",18.501637,73.87061,"MESOC2"
595,"UP","मेगा सिटी","Mega City","MECIT1",18.514142,73.932397,"MECIT1"
596,"Down","मेगा सिटी","Mega City","MECIT2",18.514119,73.932554,"MECIT2"
597,"UP","मेंटल कॉर्नर","Mental Corner","MECOR1",18.567141,73.878855,"MECOR1"
598,"Down","मेंटल कॉर्नर","Mental Corner","MECOR2",18.567363,73.878594,"MECOR2"
599,"UP","मेंटल हॉस्पिटल","Mental Hospital","MEHOS1",18.56643,73.878681,"MEHOS1"
600,"Down","मेंटल हॉस्पिटल","Mental Hospital","MEHOS2",18.566422,73.878674,"MEHOS2"
601,"UP","मॅथेडीस्ट चर्च","Methodist Church","MECHU1",18.558325,73.855065,"MECHU1"
602,"Down","मॅथेडीस्ट चर्च","Methodist Church","MECHU2",18.558482,73.854986,"MECHU2"
603,"UP","एमजी रोड पुणे कॅम्प","MG Road Pune Camp","MGROP1",18.515696,73.878766,"MGROP1"
604,"UP","म्हाडा कॉलनी विमाननगर","Mhada Colony Vimannagar","MHCOV2",18.573205,73.911853,"MHCOV2"
605,"Down","म्हाडा कॉलनी विमाननगर","Mhada Colony Vimannagar","MHCOV1",18.573293,73.911822,"MHCOV1"
606,"UP","म्हस्केवस्ती","Mhaskevasti","MHASK2",18.586571,73.87518,"MHASK2"
607,"Down","म्हस्केवस्ती","Mhaskevasti","MHASK1",18.585738,73.875292,"MHASK1"
608,"UP","म्हसोबा गेट","Mhasoba Gate","MHGAT2",18.53238,73.842327,"MHGAT2"
609,"Down","म्हसोबा गेट","Mhasoba Gate","MHGAT1",18.533121,73.841533,"MHGAT1"
610,"UP","म्हसोबा मंदीर","Mhasoba Mandir","MHMAN2",18.569268,73.866895,"MHMAN2"
611,"Down","म्हसोबा मंदीर","Mhasoba Mandir","MHMAN1",18.569252,73.8669,"MHMAN1"
612,"UP","म्हेत्रेवास्ती","Mhetrevasti","MHETR2",18.669646,73.793891,"MHETR2"
613,"Down","म्हेत्रेवास्ती","Mhetrevasti","MHETR1",18.669711,73.79389,"MHETR1"
614,"UP","एमआयडीसी","MIDC Bhosari","MIBHO2",18.620986,73.830593,"MIBHO2"
615,"Down","एमआयडीसी","MIDC Bhosari","MIBHO1",18.62069,73.831086,"MIBHO1"
616,"UP","एमआयडीसी","MIDC Pimpri","MIPIM2",18.641562,73.795592,"MIPIM2"
617,"Down","एमआयडीसी","MIDC Pimpri","MIPIM1",18.641193,73.79526,"MIPIM1"
618,"UP","एमआयटी कॉलेज","MIT College","MICOL2",18.510772,73.818573,"MICOL2"
619,"Down","मित्र मंडळ सभागृह","Mitra Mandal Sabhagruha","MIMAS1",18.498099,73.854088,"MIMAS1"
620,"UP","मॉडर्न हायस्कुल","Modern HighSchool","MOHIG2",18.524741,73.849472,"MOHIG2"
621,"Down","मॉडर्न हायस्कुल","Modern HighSchool","MOHIG1",18.524741,73.849472,"MOHIG1"
622,"UP","मोहनगर कॉर्नर","Mohanagar Corner","MOCOR2",18.642514,73.79686,"MOCOR2"
623,"Down","मोहनगर  कॉर्नर","Mohanagar Corner","MOCOR1",18.642233,73.797008,"MOCOR1"
624,"UP","मोहननगर चिंचवड ","Mohannagar Chinchwad","MOCHI2",18.644401,73.796201,"MOCHI2"
625,"Down","मोहननगर चिंचवड ","Mohannagar Chinchwad","MOCHI1",18.64441,73.796236,"MOCHI1"
626,"UP","मोरे नाट्यगृह","More Prekshagruha","MOPRE2",18.63433,73.787443,"MOPRE2"
627,"Down","मोरे नाट्यगृह","More Prekshagruha","MOPRE1",18.634162,73.787482,"MOPRE1"
628,"UP","मोरे विद्यालय","More Vidyalay","MOVID2",18.510145,73.820966,"MOVID2"
629,"Down","मोरे विद्यालय","More Vidyalay","MOVID1",18.510429,73.819538,"MOVID1"
630,"UP","मोरेबाग","Morebaug","MOREB2",18.4498468,73.8581016,"MOREB2"
631,"Down","मोरेबाग","Morebaug","MOREB1",18.449717,73.858274,"MOREB1"
632,"UP","मोरेवस्ती","Morevasti","MOREV2",18.669646,73.796398,"MOREV2"
633,"Down","मोरेवस्ती","Morevasti","MOREV1",18.670079,73.796138,"MOREV1"
634,"UP","माऊंट व्हर्ट सोसायटी वाकड ","Mount Vert Society Wakad","MOVES2",18.59013595,73.76982437,"MOVES2"
635,"Down","माऊंट व्हर्ट सोसायटी वाकड ","Mount Vert Society Wakad","MOVES1",18.59009877,73.76959295,"MOVES1"
636,"UP","मुकईचौक","Mukai Chowk","MUCHO2",18.660385,73.731722,"MUCHO2"
637,"Down","मुकई चौक","Mukai Chowk","MUCHO1",18.661385,73.731922,"MUCHO1"
638,"UP","मुकुंदनगर","Mukundnagar","MUKUN2",18.494578,73.862022,"MUKUN2"
639,"Down","मुकुंदनगर","Mukundnagar","MUKUN1",18.494578,73.862022,"MUKUN1"
640,"UP","मुळा हाऊस","Mula House","MUHOU2",18.573052,73.86694,"MUHOU2"
641,"Down","मुळा हाऊस","Mula House","MUHOU1",18.571047,73.866983,"MUHOU1"
642,"UP","मुंढवा गाव","Mundhwagaon","MUNDH2",18.532515,73.932805,"MUNDH2"
643,"Down","मुंढवा गाव","Mundhwagaon","MUNDH1",18.532468,73.932892,"MUNDH1"
644,"UP","नागपूर चाळ","Nagpur Chawl","NACHA2",18.564038,73.893448,"NACHA2"
645,"Down","नागपूर चाळ","Nagpur Chawl","NACHA1",18.563305,73.893176,"NACHA1"
646,"UP","नळ स्टॉप","Nal Stop","NASTO2",18.509094,73.832077,"NASTO2"
647,"Down","नळ स्टॉप","Nal Stop","NASTO1",18.508951,73.832032,"NASTO1"
648,"UP","नाना पेठ","Nana Peth","NAPET2",18.514914,73.868597,"NAPET2"
649,"Down","नाना पेठ","Nana Peth","NAPET1",18.514827,73.868713,"NAPET1"
650,"UP","नाशिक फाटा","Nashik Phata","NAPHA2",18.607926,73.821157,"NAPHA2"
651,"Down","नाशिक फाटा","Nashik Phata","NAPHA1",18.608172,73.821505,"NAPHA1"
652,"Down","नटराज स्टॅन्ड ","Natraj Stand","NASTA2",18.5008033,73.85722,"NASTA2"
653,"Down","नटराज टॉकीज ","Natraj Talkies","NATAL1",18.518237,73.844225,"NATAL1"
654,"UP","नातुबाग","Natubaug","NATUB2",18.4806,73.857163,"NATUB2"
655,"Down","नातुबाग","Natubaug","NATUB1",18.4814768,73.8573441,"NATUB1"
656,"UP","निता पार्क","Neeta Park","NEPAR2",18.548198,73.889053,"NEPAR2"
657,"Down","निता पार्क","Neeta Park","NEPAR1",18.54735,73.888953,"NEPAR1"
658,"Down","नेहरू स्‍टेडीयम","Nehru Stadium","NESTA2",18.50068,73.8576133,"NESTA2"
659,"UP","एनइआय","NEI","NEI001",18.563797,73.934487,"NEI001"
660,"Down","एनइआय","NEI","NEI002",18.563706,73.934493,"NEI002"
661,"UP","नेताजी हायस्कूल","Netaji Highschool","NEHIG1",18.5520172,73.8894884,"NEHIG1"
662,"Down","नेताजी हायस्कूल","Netaji Highschool","NEHIG2",18.5520172,73.8894884,"NEHIG2"
663,"UP","निगडी","Nigdi","NIGDI1",18.660643,73.775812,"NIGDI1"
664,"Down","निगडी","Nigdi","NIGDI2",18.659736,73.777132,"NIGDI2"
665,"UP","निरामय हॉस्पिटल","Niramay Hospital","NIHOS1",18.5502,73.924687,"NIHOS1"
666,"Down","निरामय हॉस्पिटल","Niramay Hospital","NIHOS2",18.550364,73.92458,"NIHOS2"
667,"UP","निसर्ग सोसायटी","Nisarga Society","NISOC1",18.598388,73.774402,"NISOC1"
668,"Down","निसर्ग सोसायटी","Nisarga Society","NISOC2",18.598998,73.774513,"NISOC2"
669,"Down","नोबल हॉस्पिटल","Noble Hospital","NOHOS1",18.505099,73.927754,"NOHOS1"
670,"UP","ऑप्टीनिका कंपनी","Optonica Company","OPCOM2",18.617768,73.841965,"OPCOM2"
671,"Down","ऑप्टीनिका कंपनी","Optonica Company","OPCOM1",18.617318,73.843903,"OPCOM1"
672,"UP","ऑर्डीनन्स क्लब","Ordinance Club","ORCLU2",18.571682,73.862958,"ORCLU2"
673,"Down","ऑर्डीनन्स क्लब","Ordinance Club","ORCLU1",18.571651,73.862927,"ORCLU1"
674,"UP","पाबळफाटा","Pabalphata","PABAL2",18.695959,74.138963,"PABAL2"
675,"Down","पाबळफाटा","Pabalphata","PABAL1",18.696118,74.139197,"PABAL1"
676,"UP","पद्मावती","Padmawati","PADMA2",18.4743,73.8563,"PADMA2"
677,"Down","पद्मावती","Padmawati","PADMA1",18.474739,73.8564119,"PADMA1"
678,"UP","पानमळा","Panmala","PANMA2",18.500046,73.843882,"PANMA2"
679,"Down","पानमळा","Panmala","PANMA1",18.500513,73.844788,"PANMA1"
680,"UP","पानमळा वाघोली","Panmala Wagholi","PAWAG2",18.579638,73.9749,"PAWAG2"
681,"Down","पानमळा वाघोली","Panmala Wagholi","PAWAG1",18.579244,73.974147,"PAWAG1"
682,"UP","पाण्याची टाकी चंदननगर","Panyachi Taki Chandannagar","PATAC2",18.56152,73.92803,"PATAC2"
683,"Down","पाण्याची टाकी चंदननगर","Panyachi Taki Chandannagar","PATAC1",18.56152,73.92803,"PATAC1"
684,"UP","पारडे ग्राउंड आळंदी रोड","Parade Ground Alandi Road","PAGRA2",18.591026,73.874205,"PAGRA2"
685,"Down","पारडे ग्राउंड आळंदी रोड","Parade Ground Alandi Road","PAGRA1",18.591016,73.87442,"PAGRA1"
686,"UP","पराज कंपनी","Paraj Company","PACOM2",18.549525,73.929373,"PACOM2"
687,"UP","परांडेनगर","Parandenagar","PARAN1",18.61778,73.874044,"PARAN1"
688,"Down","परांडेनगर","Parandenagar","PARAN2",18.617844,73.874094,"PARAN2"
689,"UP","परांजपे स्कूल","Paranjape School","PASCH1",18.502053,73.808967,"PASCH1"
690,"Down","परांजपे स्कूल","Paranjape School","PASCH2",18.501902,73.80888,"PASCH2"
691,"UP","पर्वतीदर्शन","Parvati Darshan","PADAR1",18.494364,73.854255,"PADAR1"
692,"Down","पर्वतीदर्शन","Parvati Darshan","PADAR2",18.494831,73.854312,"PADAR2"
693,"UP","पर्वती जलशुध्दीकरण केंद्र","Parvati Jalshuddhikaran Kendra","PAJAK1",18.498464,73.841433,"PAJAK1"
694,"Down","पर्वती जलशुध्दीकरण केंद्र","Parvati Jalshuddhikaran Kendra","PAJAK2",18.497932,73.840957,"PAJAK2"
695,"UP","पर्वती पायथा","Parvati Payatha","PAPAY1",18.499466,73.852656,"PAPAY1"
697,"Down","पर्वती पायथा","Parvati Payatha","PAPAY2",18.49918,73.852362,"PAPAY2"
699,"UP","पठाण बाबा दर्गा","Pathan Baba Darga","PABAD1",18.582966,73.875031,"PABAD1"
700,"Down","पठाण बाबा दर्गा","Pathan Baba Darga","PABAD2",18.582507,73.875142,"PABAD2"
701,"UP","पठारेवस्ती","Patharevasti","PATHA1",18.5587311,73.9382629,"PATHA1"
702,"Down","पठारेवस्ती","Patharevasti","PATHA2",18.5587311,73.9382629,"PATHA2"
703,"UP","पाटील कॉलनी","Patil Colony","PACOL1",18.464359,73.815494,"PACOL1"
704,"Down","पाटील कॉलनी","Patil Colony","PACOL2",18.46313,73.815072,"PACOL2"
705,"UP","पाटील इस्टेट","Patil Estate","PAEST1",18.531185,73.85422,"PAEST1"
706,"Down","पाटील इस्टेट","Patil Estate","PAEST2",18.531525,73.854225,"PAEST2"
707,"UP","पाटीलवस्ती","Patilvasti","PATIL1",18.549186,73.94285,"PATIL1"
708,"Down","पाटीलवस्ती","Patilvasti","PATIL2",18.549291,73.942527,"PATIL2"
709,"UP","पौडफाटा","Paud Phata","PAPHA1",18.505538,73.824233,"PAPHA1"
710,"Down","पौड फाटा","Paud Phata","PAPHA2",18.507255,73.823462,"PAPHA2"
711,"UP","पवारवस्ती","Pawarvasti","PAWAR1",18.624912,73.757201,"PAWAR1"
712,"Down","पवारवस्ती","Pawarvasti","PAWAR2",18.625025,73.757535,"PAWAR2"
713,"UP","पेरणे फाटा","Perne Phata","PEPHA1",18.641376,74.050805,"PEPHA1"
714,"Down","पेरणे फाटा","Perne Phata","PEPHA2",18.641376,74.050805,"PEPHA2"
715,"UP","फडके हौद","Phadke Haud","PHHAU1",18.519015,73.860349,"PHHAU1"
716,"Down","फडके हौद","Phadke Haud","PHHAU2",18.518498,73.860191,"PHHAU2"
717,"UP","फिलीप्स","Philips","PHILI1",18.620562,73.836525,"PHILI1"
718,"Down","फिलीप्स","Philips","PHILI2",18.62071,73.836538,"PHILI2"
719,"UP","फुगेवाडी","Phugewadi","PHUGE1",18.587507,73.832536,"PHUGE1"
720,"Down","फुगेवाडी","Phugewadi","PHUGE2",18.587385,73.833602,"PHUGE2"
721,"UP","फुलेनगर","Phulenagar","PHULE1",18.559774,73.876408,"PHULE1"
722,"Down","फुलेनगर","Phulenagar","PHULE2",18.559759,73.876389,"PHULE2"
723,"UP","पिंपळे सौदागर पंप","Pimple Saudagar Pump","PISAP1",18.600909,73.802723,"PISAP1"
724,"Down","पिंपळे सौदागर पंप","Pimple Saudagar Pump","PISAP2",18.600693,73.802992,"PISAP2"
725,"UP","पिंपळेगुरव","Pimplegurav","PIMPL1",18.593117,73.818872,"PIMPL1"
726,"Down","पिंपळेगुरव","Pimplegurav","PIMPL2",18.592905,73.818933,"PIMPL2"
727,"UP","पिंपळेगुरव मनपा शाळा","Pimplegurav Ma Na Pa Shala","PIMAN1",18.5752329,73.8256736,"PIMAN1"
728,"Down","पिंपळेगुरव मनपा शाळा","Pimplegurav Ma Na Pa Shala","PIMAN2",18.5907828,73.8164794,"PIMAN2"
729,"UP","पिंपरी","Pimpri","PIMPR1",18.62691,73.805406,"PIMPR1"
730,"Down","पिंपरी","Pimpri","PIMPR2",18.62691,73.805406,"PIMPR2"
731,"UP","पू ल देशपांडे उद्यान","PL Deshpande Udyan","PLDEU1",18.492907,73.834762,"PLDEU1"
732,"Down","पू ल देशपांडे उद्यान","PL Deshpande Udyan","PLDEU2",18.493834,73.836006,"PLDEU2"
733,"UP","प्लॅनेट मिलेनियम","Planet Millenium","PLMIL1",18.59293,73.800376,"PLMIL1"
734,"Down","प्लॅनेट मिलेनियम","Planet Millenium","PLMIL2",18.59343,73.79784,"PLMIL2"
735,"UP","पोलीस लाइन","Police Line","POLIN1",18.52644,73.844321,"POLIN1"
736,"UP","पोलीस लाईन फुलेनगर","Police Line Phulenagar","POLIP2",18.569266,73.86954,"POLIP2"
737,"Down","पोलीस लाईन फुलेनगर","Police Line Phulenagar","POLIP1",18.569155,73.869979,"POLIP1"
738,"UP","पोल्ट्री फार्म धायरी","Poultry Farm Dhayari","POFAD2",18.452106,73.811185,"POFAD2"
739,"Down","पोल्ट्री फार्म धायरी","Poultry Farm Dhayari","POFAD1",18.451875,73.811233,"POFAD1"
740,"UP","पॉवर हाऊस हिंजवडी","Power House Hinjawadi","POHOH2",18.588777,73.704973,"POHOH2"
741,"Down","पॉवर हाऊस हिंजवडी","Power House Hinjawadi","POHOH1",18.589022,73.704942,"POHOH1"
742,"UP","पॉवर हाऊस इंद्रायणी नगर ","Power House Indrayninagar","POHOI2",18.631961,73.830404,"POHOI2"
743,"Down","पॉवर हाऊस इंद्रायणी नगर ","Power House Indrayninagar","POHOI1",18.632605,73.830251,"POHOI1"
744,"UP","पॉवर हाऊस खडकी","Power House Khadki","POHOK2",18.56855,73.845334,"POHOK2"
745,"Down","पॉवर हाऊस खडकी","Power House Khadki","POHOK1",18.56457,73.850776,"POHOK1"
746,"UP","पद्मावती पॉवर हाऊस","Power House Padmavati","POHOP2",18.480991,73.857162,"POHOP2"
747,"Down","पद्मावती पॉवर हाऊस","Power House Padmavati","POHOP1",18.481484,73.857227,"POHOP1"
748,"UP","पॉवर हाऊस रास्तापेठ ","Power House Rastapeth","POHOR2",18.518794,73.86831,"POHOR2"
749,"Down","पॉवर हाऊस रास्तापेठ ","Power House Rastapeth","POHOR1",18.518646,73.868449,"POHOR1"
750,"UP","प्राधिकरण कॉर्नर","Pradhikaran Corner","PRCOR2",18.658447,73.777904,"PRCOR2"
751,"UP","प्रशांत सोसायटी","Prashant Society","PRSOC1",18.661755,73.79415,"PRSOC1"
752,"Down","प्रशांत सोसायटी","Prashant Society","PRSOC2",18.661744,73.794261,"PRSOC2"
753,"UP","प्रतीकनगर","Pratiknagar","PRATI1",18.508324,73.809801,"PRATI1"
754,"Down","प्रतीकनगर","Pratiknagar","PRATI2",18.508152,73.809455,"PRATI2"
755,"UP","प्रेमलोक पार्क","Premlok Park","PRPAR1",18.637674,73.782269,"PRPAR1"
756,"Down","प्रेमलोक पार्क","Premlok Park","PRPAR2",18.637232,73.78235,"PRPAR2"
757,"UP","पदमजी पेपर मिल","Pudumjee Paper Mill","PUPAM1",18.620666,73.771021,"PUPAM1"
758,"Down","पदमजी पेपर मिल","Pudumjee Paper Mill","PUPAM2",18.620555,73.771203,"PUPAM2"
759,"UP","पंपिंग स्टेशन","Pumping Station","PUSTA1",18.534846,73.83866,"PUSTA1"
760,"Down","पंपिंग स्टेशन","Pumping Station","PUSTA2",18.534976,73.838781,"PUSTA2"
761,"UP","पुनावळे कॉर्नर","Punawale Corner","PUCOR1",18.637679,73.750313,"PUCOR1"
762,"Down","पुनावळे कॉर्नर","Punawale Corner","PUCOR2",18.63834,73.750443,"PUCOR2"
763,"UP","पुणे स्टेशन","Pune Station","PUNST1",18.527538,73.872804,"PUNST1"
764,"Down","पुणे स्टेशन","Pune Station","PUNST2",18.526994,73.872806,"PUNST2"
765,"UP","पुणे स्टेशन डेपो ","Pune Station Depo","PUSTD1",18.526516,73.876827,"PUSTD1"
766,"Down","पुणे स्टेशन डेपो ","Pune Station Depo","PUSTD2",18.527068,73.876633,"PUSTD2"
767,"UP","पुणे विद्यापीठ गेट","Pune Vidhyapeeth Gate","PUVIG1",18.543632,73.827019,"PUVIG1"
768,"Down","पुणे विद्यापीठ गेट","Pune Vidhyapeeth Gate","PUVIG2",18.541161,73.83671,"PUVIG2"
769,"UP","पुण्यनगरी","Punyanagri","PUNYA1",18.54686,73.92415,"PUNYA1"
770,"Down","पुण्यनगरी","Punyanagri","PUNYA2",18.54348,73.9238,"PUNYA2"
771,"UP","रेसकोर्स","Racecourse","RACEC1",18.506299,73.890616,"RACEC1"
772,"Down","रेसकोर्स","Racecourse","RACEC2",18.506499,73.890321,"RACEC2"
773,"UP","रॅडिसन हॉटेल","Radison Hotel","RAHOT1",18.553038,73.937452,"RAHOT1"
774,"Down","रॅडिसन हॉटेल","Radison Hotel","RAHOT2",18.553146,73.937387,"RAHOT2"
775,"UP","रघुवीरनगर","Raghuveernagar","RAGHU1",18.551165,73.929,"RAGHU1"
776,"Down","रघुवीरनगर","Raghuveernagar","RAGHU2",18.551219,73.928906,"RAGHU2"
777,"UP","रहाटणी गाव","Rahatani Gaon","RAGAO1",18.602587,73.795987,"RAGAO1"
779,"Down","रहाटणी गाव","Rahatani Gaon","RAGAO2",18.60265,73.795892,"RAGAO2"
781,"UP","राहुल विडिओ","Rahul Video","RAVID1",18.555081,73.925654,"RAVID1"
782,"Down","राहुल विडिओ","Rahul Video","RAVID2",18.555136,73.925523,"RAVID2"
783,"UP","राजाराम पुल","Rajaram Pul","RAPUL1",18.487124,73.828529,"RAPUL1"
784,"Down","राजाराम पुल","Rajaram Pul","RAPUL2",18.487321,73.828872,"RAPUL2"
785,"UP","राजश्री हौसिंग","Rajashri Housing","RAHOU1",18.60472,74.01257,"RAHOU1"
786,"Down","राजश्री हौसिंग","Rajashri Housing","RAHOU2",18.60472,74.01257,"RAHOU2"
787,"UP","रक्षक चौक","Rakshak Chowk","RACHO1",18.580975,73.798629,"RACHO1"
788,"Down","रक्षक चौक","Rakshak Chowk","RACHO2",18.581265,73.798806,"RACHO2"
789,"UP","रक्षकनगर","Rakshaknagar","RAKSH1",18.551394,73.938858,"RAKSH1"
790,"Down","रक्षकनगर","Rakshaknagar","RAKSH2",18.551529,73.938972,"RAKSH2"
791,"UP","रक्षकनगर फेज 1","Rakshaknagar Phase 1","RAPH11",18.558726,73.938132,"RAPH11"
793,"Down","रक्षकनगर फेज 1","Rakshaknagar Phase 1","RAPH12",18.558817,73.938356,"RAPH12"
795,"UP","रामोशी गेट","Ramoshigate","RAMGA1",18.511087,73.868358,"RAMGA1"
797,"Down","रामोशी गेट","Ramoshigate","RAMGA2",18.509331,73.868327,"RAMGA2"
799,"UP","रामोशीवाडी","Ramoshiwadi","RAMOS1",18.527768,73.829736,"RAMOS1"
800,"Down","रामोशीवाडी","Ramoshiwadi","RAMOS2",18.524597,73.829962,"RAMOS2"
801,"UP","रामटेकडी","Ramtekdi","RAMTE1",18.506209,73.912913,"RAMTE1"
802,"Down","रामटेकडी","Ramtekdi","RAMTE2",18.506366,73.912285,"RAMTE2"
