block_id,direction_id,route_id,service_id,shape_id,trip_headsign,trip_id,trip_short_name,wheelchair_accessible
4,0,R1,WK,R1_0,Maharaja College,R1WKR185226,18:52 Maharaja College,1
4,1,R1,WK,R1_1,Aluva,R1WKL192727,19:27 Aluva,1
3,1,R1,WK,R1_1,Aluva,R1WKL055639,05:56 Aluva,1
3,0,R1,WK,R1_0,Maharaja College,R1WKR063145,06:31 Maharaja College,1
3,1,R1,WK,R1_1,Aluva,R1WKL070646,07:06 Aluva,1
3,0,R1,WK,R1_0,Maharaja College,R1WKR074216,07:42 Maharaja College,1
3,1,R1,WK,R1_1,Aluva,R1WKL081726,08:17 Aluva,1
3,0,R1,WK,R1_0,Maharaja College,R1WKR085655,08:56 Maharaja College,1
3,1,R1,WK,R1_1,Aluva,R1WKL093226,09:32 Aluva,1
3,0,R1,WK,R1_0,Maharaja College,R1WKR100725,10:07 Maharaja College,1
3,1,R1,WK,R1_1,Aluva,R1WKL104226,10:42 Aluva,1
3,0,R1,WK,R1_0,Maharaja College,R1WKR111725,11:17 Maharaja College,1
3,1,R1,WK,R1_1,Aluva,R1WKL115226,11:52 Aluva,1
3,0,R1,WK,R1_0,Maharaja College,R1WKR122725,12:27 Maharaja College,1
3,1,R1,WK,R1_1,Aluva,R1WKL130226,13:02 Aluva,1
3,0,R1,WK,R1_0,Maharaja College,R1WKR133725,13:37 Maharaja College,1
3,1,R1,WK,R1_1,Aluva,R1WKL141226,14:12 Aluva,1
3,0,R1,WK,R1_0,Maharaja College,R1WKR144725,14:47 Maharaja College,1
3,1,R1,WK,R1_1,Aluva,R1WKL152226,15:22 Aluva,1
3,0,R1,WK,R1_0,Maharaja College,R1WKR155725,15:57 Maharaja College,1
3,1,R1,WK,R1_1,Aluva,R1WKL163226,16:32 Aluva,1
3,0,R1,WK,R1_0,Maharaja College,R1WKR170725,17:07 Maharaja College,1
3,1,R1,WK,R1_1,Aluva,R1WKL174226,17:42 Aluva,1
3,0,R1,WK,R1_0,Maharaja College,R1WKR181725,18:17 Maharaja College,1
3,1,R1,WK,R1_1,Aluva,R1WKL185226,18:52 Aluva,1
3,0,R1,WK,R1_0,Maharaja College,R1WKR192725,19:27 Maharaja College,1
3,1,R1,WK,R1_1,Aluva,R1WKL200226,20:02 Aluva,1
1,1,R1,WK,R1_1,Aluva,R1WKL053247,05:32 Aluva,1
1,0,R1,WK,R1_0,Maharaja College,R1WKR061405,06:14 Maharaja College,1
1,1,R1,WK,R1_1,Aluva,R1WKL064906,06:49 Aluva,1
1,0,R1,WK,R1_0,Maharaja College,R1WKR072016,07:20 Maharaja College,1
1,1,R1,WK,R1_1,Aluva,R1WKL075536,07:55 Aluva,1
1,0,R1,WK,R1_0,Maharaja College,R1WKR083035,08:30 Maharaja College,1
1,1,R1,WK,R1_1,Aluva,R1WKL090601,09:06 Aluva,1
1,0,R1,WK,R1_0,Maharaja College,R1WKR094100,09:41 Maharaja College,1
1,1,R1,WK,R1_1,Aluva,R1WKL101601,10:16 Aluva,1
1,0,R1,WK,R1_0,Maharaja College,R1WKR105100,10:51 Maharaja College,1
1,1,R1,WK,R1_1,Aluva,R1WKL112601,11:26 Aluva,1
1,0,R1,WK,R1_0,Maharaja College,R1WKR120100,12:01 Maharaja College,1
1,1,R1,WK,R1_1,Aluva,R1WKL123601,12:36 Aluva,1
1,0,R1,WK,R1_0,Maharaja College,R1WKR131100,13:11 Maharaja College,1
1,1,R1,WK,R1_1,Aluva,R1WKL134601,13:46 Aluva,1
1,0,R1,WK,R1_0,Maharaja College,R1WKR142100,14:21 Maharaja College,1
1,1,R1,WK,R1_1,Aluva,R1WKL145601,14:56 Aluva,1
1,0,R1,WK,R1_0,Maharaja College,R1WKR153100,15:31 Maharaja College,1
1,1,R1,WK,R1_1,Aluva,R1WKL160601,16:06 Aluva,1
1,0,R1,WK,R1_0,Maharaja College,R1WKR164100,16:41 Maharaja College,1
1,1,R1,WK,R1_1,Aluva,R1WKL171601,17:16 Aluva,1
1,0,R1,WK,R1_0,Maharaja College,R1WKR175100,17:51 Maharaja College,1
1,1,R1,WK,R1_1,Aluva,R1WKL182601,18:26 Aluva,1
1,0,R1,WK,R1_0,Maharaja College,R1WKR190100,19:01 Maharaja College,1
1,1,R1,WK,R1_1,Aluva,R1WKL193601,19:36 Aluva,1
1,0,R1,WK,R1_0,Maharaja College,R1WKR200819,20:08 Maharaja College,1
1,1,R1,WK,R1_1,Aluva,R1WKL204306,20:43 Aluva,1
1,0,R1,WK,R1_0,Maharaja College,R1WKR211222,21:12 Maharaja College,1
1,1,R1,WK,R1_1,Aluva,R1WKL214826,21:48 Aluva,1
2,0,R1,WK,R1_0,Maharaja College,R1WKR053611,05:36 Maharaja College,1
2,1,R1,WK,R1_1,Aluva,R1WKL061359,06:13 Aluva,1
2,0,R1,WK,R1_0,Maharaja College,R1WKR064858,06:48 Maharaja College,1
2,1,R1,WK,R1_1,Aluva,R1WKL072359,07:23 Aluva,1
2,0,R1,WK,R1_0,Maharaja College,R1WKR080128,08:01 Maharaja College,1
2,1,R1,WK,R1_1,Aluva,R1WKL083709,08:37 Aluva,1
2,0,R1,WK,R1_0,Maharaja College,R1WKR091438,09:14 Maharaja College,1
2,1,R1,WK,R1_1,Aluva,R1WKL094939,09:49 Aluva,1
2,0,R1,WK,R1_0,Maharaja College,R1WKR102438,10:24 Maharaja College,1
2,1,R1,WK,R1_1,Aluva,R1WKL105939,10:59 Aluva,1
2,0,R1,WK,R1_0,Maharaja College,R1WKR113438,11:34 Maharaja College,1
