shape_id,shape_pt_sequence,shape_pt_lon,shape_dist_traveled,shape_pt_lat
R001_1,39,76.30470923921088,4.68,10.003369196332768
R001_1,40,76.30510724864781,4.82,10.004530553410598
R001_1,41,76.30510724864781,4.88,10.005038645826346
R001_1,42,76.3048,5.04,10.0064
R001_1,43,76.30358891635133,5.42,10.009625958503708
R001_1,44,76.30220325386713,5.96,10.014300305372988
R001_1,45,76.3023,6.06,10.0152
R001_1,46,76.30238014695023,6.19,10.016332609096933
R001_1,47,76.30276341529691,6.27,10.016942297731514
R001_1,48,76.30376580943441,6.44,10.018132638905785
R001_1,49,76.30497457883551,6.64,10.01943910589762
R001_1,50,76.3083,7.37,10.0251
R001_1,51,76.30900836841036,7.53,10.02640338182592
R001_1,52,76.3126184927784,8.32,10.032534864816691
R001_1,53,76.3144,8.76,10.0361
R001_1,54,76.31633625846933,9.31,10.04068825279645
R001_1,55,76.3182,10.01,10.0467
R001_1,56,76.31950339739313,10.52,10.05109167753654
R001_1,57,76.32024860655166,10.75,10.053064703089197
R001_1,58,76.3212132384069,11.0,10.055135551663975
R001_1,59,76.32161068329144,11.28,10.057630335864618
R001_1,60,76.322,11.4,10.0586
R001_1,61,76.32227309143236,11.49,10.059375042778887
R001_1,62,76.32276989753807,11.64,10.060646879263217
R001_1,63,76.32339918527194,11.75,10.061429545379392
R001_1,64,76.32445903829742,11.9,10.062277431531228
R001_1,65,76.32591633620746,12.09,10.063223148073885
R001_1,66,76.32697618923294,12.26,10.064397137169466
R001_1,67,76.32796980144431,12.45,10.06583200693271
R001_1,68,76.32899860408818,12.68,10.067678577099308
R001_1,69,76.32944365955788,12.76,10.068216648537405
R001_1,70,76.33007294729175,12.86,10.06892184686672
R001_1,71,76.33098996856185,13.0,10.069822704918261
R001_1,72,76.33263149873608,13.25,10.07144505832319
R001_1,73,76.3336,13.43,10.0727
R001_1,74,76.33426992387216,13.54,10.073430188198621
R001_1,75,76.33575827216379,13.77,10.07491800853431
R001_1,76,76.3370251277333,13.97,10.07615309800953
R001_1,77,76.33752296885172,14.04,10.076577022019373
R001_1,78,76.33783761271864,14.09,10.076923497959617
R001_1,79,76.33810464600047,14.14,10.077306659154111
R001_1,80,76.33838616946036,14.22,10.077922161821723
R001_1,81,76.3389,14.38,10.0793
R001_1,82,76.3392648952598,14.5,10.08030263789797
R001_1,83,76.33954344305815,14.59,10.081099013277115
R001_1,84,76.33984152672157,14.68,10.081873477529253
R001_1,85,76.34042941394667,14.83,10.083104464246922
R001_1,86,76.34119532335961,15.0,10.084457728986427
R001_1,87,76.34221688091448,15.23,10.08622267114428
R001_1,88,76.34260190564639,15.32,10.086895221615906
R001_1,89,76.3428,15.37,10.0873
R001_1,90,76.3432115281386,15.46,10.087954995266635
R001_1,91,76.34349305159851,15.52,10.08842781623194
R001_1,92,76.34397433251341,15.63,10.089267479338519
R001_1,93,76.3446698610614,15.78,10.090449525632145
R001_1,94,76.34577939469747,16.03,10.092463070360308
R001_1,95,76.3460774783609,16.12,10.09318859553606
R001_1,96,76.34632795143918,16.21,10.093954878777392
R001_1,97,76.34651011367795,16.29,10.094631489058944
R001_1,98,76.3466,16.34,10.0951
R001_1,99,76.34665087540789,16.38,10.095454832181671
R001_1,100,76.34671711622198,16.46,10.096172198729745
R001_1,101,76.34679991723961,16.56,10.097101512107363
R001_1,102,76.3469737993766,16.66,10.097981911778632
R001_1,103,76.34724704273474,16.75,10.098788942694194
R001_1,104,76.34742299489717,16.8,10.099155774259282
R001_1,105,76.34794464130816,16.92,10.100142141504032
R001_1,106,76.34822616476806,16.98,10.10058233748009
R001_1,107,76.34898793413015,17.13,10.101666521296314
R001_1,108,76.34934604853134,17.21,10.102269749807036
R001_1,109,76.34967725260182,17.31,10.103101225088661
R001_1,110,76.3499173755529,17.4,10.103875636407402
R001_1,111,76.35004157707932,17.47,10.104462557427555
R001_1,112,76.35012437809694,17.54,10.105114690637768
R001_1,113,76.35015749850399,17.62,10.105848338918063
R001_1,114,76.35014921840224,17.7,10.106533075802389
R001_1,115,76.35008297758814,17.76,10.107079233938267
R001_1,116,76.3499587760617,17.85,10.107845484086933
R001_1,117,76.34971865311061,17.98,10.109003007442977
R001_1,118,76.34961929188948,18.03,10.109410585097017
R001_1,119,76.3495,18.09,10.1099
R001_1,120,76.34934604853134,18.13,10.110250193435004
R001_1,121,76.34918872659786,18.17,10.110608860405783
