shape_id,shape_pt_lat,shape_pt_lon,shape_dist_traveled,shape_pt_sequence
R1_1,10.07615309800953,76.3370251277333,13.97,76
R1_1,10.076577022019373,76.33752296885172,14.04,77
R1_1,10.076923497959617,76.33783761271864,14.09,78
R1_1,10.077306659154111,76.33810464600047,14.14,79
R1_1,10.077922161821723,76.33838616946036,14.22,80
R1_1,10.0793,76.3389,14.38,81
R1_1,10.08030263789797,76.3392648952598,14.5,82
R1_1,10.081099013277115,76.33954344305815,14.59,83
R1_1,10.081873477529253,76.33984152672157,14.68,84
R1_1,10.083104464246922,76.34042941394667,14.83,85
R1_1,10.084457728986427,76.34119532335961,15.0,86
R1_1,10.08622267114428,76.34221688091448,15.23,87
R1_1,10.086895221615906,76.34260190564639,15.32,88
R1_1,10.0873,76.3428,15.37,89
R1_1,10.087954995266635,76.3432115281386,15.46,90
R1_1,10.08842781623194,76.34349305159851,15.52,91
R1_1,10.089267479338519,76.34397433251341,15.63,92
R1_1,10.090449525632145,76.3446698610614,15.78,93
R1_1,10.092463070360308,76.34577939469747,16.03,94
R1_1,10.09318859553606,76.3460774783609,16.12,95
R1_1,10.093954878777392,76.34632795143918,16.21,96
R1_1,10.094631489058944,76.34651011367795,16.29,97
R1_1,10.0951,76.3466,16.34,98
R1_1,10.095454832181671,76.34665087540789,16.38,99
R1_1,10.096172198729745,76.34671711622198,16.46,100
R1_1,10.097101512107363,76.34679991723961,16.56,101
R1_1,10.097981911778632,76.3469737993766,16.66,102
R1_1,10.098788942694194,76.34724704273474,16.75,103
R1_1,10.099155774259282,76.34742299489717,16.8,104
R1_1,10.100142141504032,76.34794464130816,16.92,105
R1_1,10.10058233748009,76.34822616476806,16.98,106
R1_1,10.101666521296314,76.34898793413015,17.13,107
R1_1,10.102269749807036,76.34934604853134,17.21,108
R1_1,10.103101225088661,76.34967725260182,17.31,109
R1_1,10.103875636407402,76.3499173755529,17.4,110
R1_1,10.104462557427555,76.35004157707932,17.47,111
R1_1,10.105114690637768,76.35012437809694,17.54,112
R1_1,10.105848338918063,76.35015749850399,17.62,113
R1_1,10.106533075802389,76.35014921840224,17.7,114
R1_1,10.107079233938267,76.35008297758814,17.76,115
R1_1,10.107845484086933,76.3499587760617,17.85,116
R1_1,10.109003007442977,76.34971865311061,17.98,117
R1_1,10.109410585097017,76.34961929188948,18.03,118
R1_1,10.1099,76.3495,18.09,119
R1_1,10.110250193435004,76.34934604853134,18.13,120
R1_1,10.110608860405783,76.34918872659786,18.17,121
