route_id,service_id,direction_id,trip_id,trip_short_name,shape_id,wheelchair_accessible,origtrip
BLU,SU,0,BLU.SU.0.1523,15.23 Blue Onward,BLU_0,1,1423
BLU,SU,0,BLU.SU.0.1531,15.31 Blue Onward,BLU_0,1,1424
BLU,SU,0,BLU.SU.0.1539,15.39 Blue Onward,BLU_0,1,1425
BLU,SU,0,BLU.SU.0.1547,15.47 Blue Onward,BLU_0,1,1426
BLU,SU,0,BLU.SU.0.1555,15.55 Blue Onward,BLU_0,1,1427
BLU,SU,0,BLU.SU.0.1603,16.03 Blue Onward,BLU_0,1,1428
BLU,SU,0,BLU.SU.0.1611,16.11 Blue Onward,BLU_0,1,1429
BLU,SU,0,BLU.SU.0.1619,16.19 Blue Onward,BLU_0,1,1430
BLU,SU,0,BLU.SU.0.1627,16.27 Blue Onward,BLU_0,1,1431
BLU,SU,0,BLU.SU.0.1635,16.35 Blue Onward,BLU_0,1,1432
BLU,SU,0,BLU.SU.0.1643,16.43 Blue Onward,BLU_0,1,1433
BLU,SU,0,BLU.SU.0.1651,16.51 Blue Onward,BLU_0,1,1434
BLU,SU,0,BLU.SU.0.1659,16.59 Blue Onward,BLU_0,1,1435
BLU,SU,0,BLU.SU.0.1707,17.07 Blue Onward,BLU_0,1,1436
BLU,SU,0,BLU.SU.0.1715,17.15 Blue Onward,BLU_0,1,1437
BLU,SU,0,BLU.SU.0.1723,17.23 Blue Onward,BLU_0,1,1438
BLU,SU,1,BLU.SU.1.0600,06.00 Blue Return,BLU_1,1,1440
BLU,SU,0,BLU.SU.0.0600,06.00 Blue Onward,BLU_0,1,1442
BLU,SU,0,BLU.SU.0.1731,17.31 Blue Onward,BLU_0,1,1444
BLU,SU,0,BLU.SU.0.1739,17.39 Blue Onward,BLU_0,1,1445
BLU,SU,0,BLU.SU.0.1747,17.47 Blue Onward,BLU_0,1,1446
BLU,SU,0,BLU.SU.0.1755,17.55 Blue Onward,BLU_0,1,1447
BLU,SU,0,BLU.SU.0.1803,18.03 Blue Onward,BLU_0,1,1448
BLU,SU,0,BLU.SU.0.1809,18.09 Blue Onward,BLU_0,1,1480
BLU,SU,0,BLU.SU.0.1816,18.16 Blue Onward,BLU_0,1,1481
BLU,SU,0,BLU.SU.0.1822,18.22 Blue Onward,BLU_0,1,1482
BLU,SU,0,BLU.SU.0.1829,18.29 Blue Onward,BLU_0,1,1483
BLU,SU,0,BLU.SU.0.1835,18.35 Blue Onward,BLU_0,1,1484
BLU,SU,0,BLU.SU.0.1842,18.42 Blue Onward,BLU_0,1,1485
BLU,SU,0,BLU.SU.0.1848,18.48 Blue Onward,BLU_0,1,1486
BLU,SU,0,BLU.SU.0.1855,18.55 Blue Onward,BLU_0,1,1487
BLU,SU,0,BLU.SU.0.1901,19.01 Blue Onward,BLU_0,1,1488
BLU,SU,0,BLU.SU.0.1908,19.08 Blue Onward,BLU_0,1,1489
BLU,SU,0,BLU.SU.0.1914,19.14 Blue Onward,BLU_0,1,1490
BLU,SU,0,BLU.SU.0.1921,19.21 Blue Onward,BLU_0,1,1491
BLU,SU,0,BLU.SU.0.1927,19.27 Blue Onward,BLU_0,1,1492
BLU,SU,0,BLU.SU.0.1934,19.34 Blue Onward,BLU_0,1,1493
BLU,SU,0,BLU.SU.0.1940,19.40 Blue Onward,BLU_0,1,1494
BLU,SU,0,BLU.SU.0.1947,19.47 Blue Onward,BLU_0,1,1495
BLU,SU,0,BLU.SU.0.1953,19.53 Blue Onward,BLU_0,1,1496
BLU,SU,0,BLU.SU.0.2000,20.00 Blue Onward,BLU_0,1,1497
BLU,SU,0,BLU.SU.0.2006,20.06 Blue Onward,BLU_0,1,1498
BLU,SU,0,BLU.SU.0.2013,20.13 Blue Onward,BLU_0,1,1499
BLU,SU,0,BLU.SU.0.2019,20.19 Blue Onward,BLU_0,1,1500
BLU,SU,0,BLU.SU.0.2026,20.26 Blue Onward,BLU_0,1,1501
BLU,SU,0,BLU.SU.0.2032,20.32 Blue Onward,BLU_0,1,1502
BLU,SU,0,BLU.SU.0.2039,20.39 Blue Onward,BLU_0,1,1503
BLU,SU,0,BLU.SU.0.2045,20.45 Blue Onward,BLU_0,1,1504
BLU,SU,0,BLU.SU.0.2052,20.52 Blue Onward,BLU_0,1,1505
BLU,SU,0,BLU.SU.0.2058,20.58 Blue Onward,BLU_0,1,1506
BLU,SU,0,BLU.SU.0.2105,21.05 Blue Onward,BLU_0,1,1507
BLU,SU,0,BLU.SU.0.2111,21.11 Blue Onward,BLU_0,1,1508
BLU,SU,0,BLU.SU.0.2118,21.18 Blue Onward,BLU_0,1,1509
BLU,SU,0,BLU.SU.0.2124,21.24 Blue Onward,BLU_0,1,1510
BLU,SU,0,BLU.SU.0.2131,21.31 Blue Onward,BLU_0,1,1512
BLU,SU,0,BLU.SU.0.2139,21.39 Blue Onward,BLU_0,1,1514
BLU,SU,0,BLU.SU.0.2147,21.47 Blue Onward,BLU_0,1,1515
BLU,SU,0,BLU.SU.0.2155,21.55 Blue Onward,BLU_0,1,1516
BLU,SU,0,BLU.SU.0.2203,22.03 Blue Onward,BLU_0,1,1517
BLU,SU,0,BLU.SU.0.2211,22.11 Blue Onward,BLU_0,1,1518
BLU,SU,0,BLU.SU.0.2219,22.19 Blue Onward,BLU_0,1,1519
BLU,SU,0,BLU.SU.0.2227,22.27 Blue Onward,BLU_0,1,1520
BLU,SU,0,BLU.SU.0.2235,22.35 Blue Onward,BLU_0,1,1521
BLU,SU,1,BLU.SU.1.1736,17.36 Blue Return,BLU_1,1,1522
BLU,SU,1,BLU.SU.1.1742,17.42 Blue Return,BLU_1,1,1523
BLU,SU,1,BLU.SU.1.1749,17.49 Blue Return,BLU_1,1,1524
BLU,SU,1,BLU.SU.1.1756,17.56 Blue Return,BLU_1,1,1525
BLU,SU,1,BLU.SU.1.1802,18.02 Blue Return,BLU_1,1,1526
BLU,SU,1,BLU.SU.1.1809,18.09 Blue Return,BLU_1,1,1527
BLU,SU,1,BLU.SU.1.1815,18.15 Blue Return,BLU_1,1,1528
BLU,SU,1,BLU.SU.1.1822,18.22 Blue Return,BLU_1,1,1529
BLU,SU,1,BLU.SU.1.1828,18.28 Blue Return,BLU_1,1,1530
BLU,SU,1,BLU.SU.1.1835,18.35 Blue Return,BLU_1,1,1531
BLU,SU,1,BLU.SU.1.1841,18.41 Blue Return,BLU_1,1,1532
BLU,SU,1,BLU.SU.1.1848,18.48 Blue Return,BLU_1,1,1533
BLU,SU,1,BLU.SU.1.1854,18.54 Blue Return,BLU_1,1,1534
BLU,SU,1,BLU.SU.1.1901,19.01 Blue Return,BLU_1,1,1535
BLU,SU,1,BLU.SU.1.1907,19.07 Blue Return,BLU_1,1,1536
BLU,SU,1,BLU.SU.1.1914,19.14 Blue Return,BLU_1,1,1537
BLU,SU,1,BLU.SU.1.1920,19.20 Blue Return,BLU_1,1,1538
BLU,SU,1,BLU.SU.1.1927,19.27 Blue Return,BLU_1,1,1539
BLU,SU,1,BLU.SU.1.1933,19.33 Blue Return,BLU_1,1,1540
BLU,SU,1,BLU.SU.1.1940,19.40 Blue Return,BLU_1,1,1541
BLU,SU,1,BLU.SU.1.1946,19.46 Blue Return,BLU_1,1,1542
BLU,SU,1,BLU.SU.1.1953,19.53 Blue Return,BLU_1,1,1543
BLU,SU,1,BLU.SU.1.1959,19.59 Blue Return,BLU_1,1,1544
BLU,SU,1,BLU.SU.1.2006,20.06 Blue Return,BLU_1,1,1545
BLU,SU,1,BLU.SU.1.2012,20.12 Blue Return,BLU_1,1,1546
BLU,SU,1,BLU.SU.1.2019,20.19 Blue Return,BLU_1,1,1547
BLU,SU,1,BLU.SU.1.2025,20.25 Blue Return,BLU_1,1,1548
BLU,SU,1,BLU.SU.1.2032,20.32 Blue Return,BLU_1,1,1549
BLU,SU,1,BLU.SU.1.2038,20.38 Blue Return,BLU_1,1,1550
BLU,SU,1,BLU.SU.1.2045,20.45 Blue Return,BLU_1,1,1551
BLU,SU,1,BLU.SU.1.2051,20.51 Blue Return,BLU_1,1,1552
BLU,SU,1,BLU.SU.1.2058,20.58 Blue Return,BLU_1,1,1553
BLU,SU,1,BLU.SU.1.2106,21.06 Blue Return,BLU_1,1,1555
BLU,SU,1,BLU.SU.1.2114,21.14 Blue Return,BLU_1,1,1556
BLU,SU,1,BLU.SU.1.2122,21.22 Blue Return,BLU_1,1,1557
BLU,SU,1,BLU.SU.1.2130,21.30 Blue Return,BLU_1,1,1558
BLU,SU,1,BLU.SU.1.2138,21.38 Blue Return,BLU_1,1,1559
BLU,SU,1,BLU.SU.1.2146,21.46 Blue Return,BLU_1,1,1560
BLU,SU,1,BLU.SU.1.2154,21.54 Blue Return,BLU_1,1,1561
BLU,SU,1,BLU.SU.1.2202,22.02 Blue Return,BLU_1,1,1562
