stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
0100060,52246,8th St:Portola Av,,  37.7688136,-122.2729918,,,0,
0100070,57793,8th St:Portola Av,,  37.7689929,-122.2727976,,,0,
0100110,56707,Atlantic Av:#1105,,  37.7802724,-122.2640149,,,0,
0100170,57796,Atlantic Av:Challenger Dr,,  37.7810663,-122.2700596,,,0,
0100180,50101,Atlantic Av:Constitution Way,,  37.7798785,-122.2752813,,,0,
0100220,54332,Atlantic Av:Triumph Dr,,  37.7807990,-122.2661250,,,0,
0100230,56717,Atlantic Av:Triumph Dr,,  37.7806045,-122.2655398,,,0,
0100250,50545,Atlantic Av:Webster St,,  37.7795991,-122.2761214,,,0,
0100270,56711,Aughinbaugh Way:Kofman Pkwy,,  37.7417132,-122.2501248,,,0,
0100280,55876,Aughinbaugh Way:Mecartney Rd,,  37.7387449,-122.2521401,,,0,
0100290,55852,Aughinbaugh Way:Mecartney Rd,,  37.7384631,-122.2519600,,,0,
0100300,52110,Aughinbaugh Way:Robert Davey Jr Dr,,  37.7424852,-122.2501082,,,0,
0100310,55487,Aughinbaugh Way:Robert Davey Jr Dr,,  37.7428892,-122.2499625,,,0,
0100320,56504,Aughinbaugh Way:The Lagoon,,  37.7409359,-122.2510362,,,0,
0100330,52420,Aughinbaugh Way:The Lagoon,,  37.7405185,-122.2511912,,,0,
0100340,55987,Blanding Av:Broadway,,  37.7685807,-122.2337700,,,0,place_BDBL
0100350,56668,Blanding Av:Broadway,,  37.7687412,-122.2337312,,,0,place_BDBL
0100460,52249,Broadway:Santa Clara Av,,  37.7637310,-122.2380619,,,0,
0100470,51545,Broadway:Tilden Way,,  37.7674598,-122.2351626,,,0,
0100560,52545,Buena Vista Av:Chestnut St,,  37.7727954,-122.2501047,,,0,
0100570,51770,Buena Vista Av:Chestnut St,,  37.7724473,-122.2496405,,,0,
0100710,56050,Buena Vista Av:Sherman St,,  37.7768736,-122.2627410,,,0,
0100730,51525,Buena Vista Av:Sherman St,,  37.7767549,-122.2628258,,,0,
0100760,59771,Buena Vista Av:Walnut St,,  37.7699720,-122.2439454,,,0,
0100770,56722,Buena Vista Av:Walnut St,,  37.7703221,-122.2444160,,,0,
0100780,58993,Buena Vista Av:Willow St,,  37.7713737,-122.2471736,,,0,
0100860,54233,Central Av:8th St,,  37.7714301,-122.2732542,,,0,
0100870,54330,Central Av:8th St,,  37.7712326,-122.2732483,,,0,
0100900,58331,Central Av:Bay St,,  37.7711992,-122.2649515,,,0,
0100910,57978,Central Av:Bay St,,  37.7710470,-122.2648877,,,0,
0100930,59430,Central Av:Weber St,,  37.7711515,-122.2692090,,,0,
0100940,59865,Central Av:Weber St,,  37.7713304,-122.2691816,,,0,
0100960,53365,Central Av:Webster St,,  37.7713531,-122.2763974,,,0,
0100970,58996,Challenger Dr:Atlantic Av,,  37.7814638,-122.2707894,,,0,
0101010,59123,Encinal Av:Alameda High School,,  37.7637599,-122.2468570,,,0,
0101020,56758,Encinal Av:Benton St,,  37.7702591,-122.2617267,,,0,
0101050,53040,Encinal Av:Chestnut St,,  37.7668146,-122.2537862,,,0,
0101060,52664,Encinal Av:Chestnut St,,  37.7667447,-122.2541440,,,0,
0101070,56340,Encinal Av:Fountain St,,  37.7566958,-122.2347166,,,0,
0101080,52994,Encinal Av:Grand St,,  37.7687916,-122.2583872,,,0,
0101090,51213,Encinal Av:Grand St,,  37.7686086,-122.2583664,,,0,
0101100,56589,Encinal Av:High St,,  37.7562837,-122.2343955,,,0,
0101110,56810,Encinal Av:Mound St,,  37.7579110,-122.2367080,,,0,
0101120,56733,Encinal Av:Mound St,,  37.7577388,-122.2361824,,,0,
0101130,53531,Encinal Av:Park Av,,  37.7617331,-122.2426842,,,0,
0101140,51144,Encinal Av:Park Av W,,  37.7618810,-122.2432080,,,0,
0101150,54130,Encinal Av:Paru St,,  37.7693499,-122.2600371,,,0,
0101170,59334,Encinal Av:Versailles Av,,  37.7592360,-122.2386760,,,0,
0101190,56787,Encinal Av:Walnut St (Alameda High School),,  37.7640850,-122.2479430,,,0,
0101240,53004,Fernside Blvd:Harvard Dr,,  37.7652491,-122.2290664,,,0,
0101250,56989,Fernside Blvd:Harvard Dr,,  37.7652218,-122.2286908,,,0,
0101260,55879,Fernside Blvd:High St,,  37.7634794,-122.2265234,,,0,
0101270,59772,Fernside Blvd:High St,,  37.7636837,-122.2264855,,,0,
0101280,51566,Fernside Blvd:San Jose Av (Lincoln Middle School),,  37.7529750,-122.2318850,,,0,
0101290,58336,Fernside Blvd:Versailles Av,,  37.7671394,-122.2322162,,,0,
0101300,54110,Fernside Blvd:Versailles Av,,  37.7669387,-122.2322286,,,0,
0101370,54784,Grand St:#433 (Opp. Wood Middle School),,  37.7616335,-122.2629867,,,0,
0101380,55410,Grand St:#433 (Wood Middle School),,  37.7616410,-122.2627550,,,0,
0101390,59934,Grand St:Shoreline Dr,,  37.7597478,-122.2638408,,,0,
0101480,58511,Harbor Bay Pkwy:Ferry Terminal,,  37.7364748,-122.2565438,,,0,place_HBFT
0101530,57895,Otis Dr:Heather Walk,,  37.7640000,-122.2649683,,,0,
0101550,57798,High St:Calhoun St,,  37.7528686,-122.2377947,,,0,
0101560,57780,High St:Encinal Av,,  37.7564475,-122.2338546,,,0,
0101570,57727,High St:Encinal Av,,  37.7563724,-122.2341259,,,0,
0101580,53114,High St:Fairview Av,,  37.7612697,-122.2285257,,,0,
0101590,58662,High St:Fairview Av,,  37.7615411,-122.2284027,,,0,
0101620,51021,High St:Otis Dr,,  37.7520487,-122.2389069,,,0,
0101630,53770,Otis Dr:High St,,  37.7519270,-122.2391886,,,0,
0101640,55235,High St:San Jose Av,,  37.7550062,-122.2354222,,,0,
0101650,51065,High St:San Jose Av,,  37.7552401,-122.2353772,,,0,
0101660,51134,High St:Santa Clara Av,,  37.7589484,-122.2312726,,,0,
0101670,57720,High St:Santa Clara Av,,  37.7589463,-122.2311002,,,0,
0101680,53304,High St:Sterling Av,,  37.7576320,-122.2325469,,,0,
0101690,51334,High St:Van Buren St,,  37.7576836,-122.2326664,,,0,
0101720,58663,Island Dr: Park & Ride,,  37.7449983,-122.2370817,,,0,
0101730,53665,Island Dr:Clubhouse Memorial Rd,,  37.7394871,-122.2379606,,,0,
0101750,58815,Island Dr:Bayfarm Park & Ride Lot,,  37.7454545,-122.2363936,,,0,
0101770,50557,Lincoln Av:5th St,,  37.7752297,-122.2820407,,,0,
0101780,55178,Lincoln Av:5th St,,  37.7754611,-122.2820317,,,0,
0101790,53314,Lincoln Av:6th St,,  37.7751659,-122.2794838,,,0,
0101800,52165,Lincoln Av:6th St,,  37.7753567,-122.2791928,,,0,
0101820,57737,Lincoln Av:Webster St,,  37.7753027,-122.2771588,,,0,
0101830,55363,Main St:Atlantic Av,,  37.7790222,-122.2913685,,,0,
0101920,58669,Maitland Dr:Flower Ln,,  37.7357788,-122.2356599,,,0,
0101940,56706,Maitland Dr:Island Dr,,  37.7386970,-122.2380621,,,0,
0101960,57507,Marina Village Pkwy:#1080,,  37.7850350,-122.2714799,,,0,
0101970,58321,Marina Village Pkwy:#1201,,  37.7859942,-122.2732866,,,0,
0101980,59987,Marina Village Pkwy:#1250,,  37.7871583,-122.2747179,,,0,
0101990,50116,Marina Village Pkwy:#947,,  37.7847924,-122.2715991,,,0,
0102000,55430,Challenger Dr:Marina Village Pkwy,,  37.7823441,-122.2717344,,,0,
0102010,57656,Marina Village Pkwy:Challenger Dr,,  37.7827514,-122.2713608,,,0,
0102030,56715,Marina Village Pkwy:Mariner Square Dr (North Jctn),,  37.7879249,-122.2760464,,,0,
0102040,58177,Marina Village Pkwy:Mariner Square Dr (North Jctn),,  37.7880400,-122.2757280,,,0,
0102050,56716,Marina Village Pkwy:Mariner Sq Loop,,  37.7883089,-122.2775025,,,0,
0102070,58277,Pacific Av:4th St,,  37.7762808,-122.2859513,,,0,
0102080,58377,Mecartney Rd:Auburn Dr,,  37.7361775,-122.2413885,,,0,
0102100,58910,Mecartney Rd:Aughinbaugh Way,,  37.7381010,-122.2518554,,,0,
0102110,53488,Mecartney Rd:Baywalk Rd,,  37.7375659,-122.2490344,,,0,
0102160,59008,Mecartney Rd:Camellia Dr,,  37.7351779,-122.2371023,,,0,
0102180,58807,Mecartney Rd:Holly St,,  37.7349791,-122.2369121,,,0,
0102190,50277,Mecartney Rd:Ironwood Rd,,  37.7370701,-122.2451708,,,0,
0102200,50377,Mecartney Rd:Island Dr,,  37.7357104,-122.2394097,,,0,
0102230,59949,Mecartney Rd:Melrose Av,,  37.7338137,-122.2344492,,,0,
0102240,57517,Mecartney Rd:Sharon Rd,,  37.7378840,-122.2543718,,,0,
0102250,59040,Mecartney Rd:Sharon Rd,,  37.7380268,-122.2545619,,,0,
0102260,51550,Mecartney Rd:Verdemar Dr,,  37.7366023,-122.2445097,,,0,
0102370,58817,Otis Dr:#2217,,  37.7593560,-122.2512370,,,0,
0102380,57790,Otis Dr:Arlington Isle,,  37.7641653,-122.2648703,,,0,
0102390,50399,Otis Dr:Broadway,,  37.7557660,-122.2450550,,,0,
0102410,50119,Otis Dr:Broadway,,  37.7553481,-122.2445173,,,0,
0102420,57527,Otis Dr:Grand St,,  37.7630089,-122.2622972,,,0,
0102430,56675,Otis Dr:Grand St,,  37.7632722,-122.2624650,,,0,
0102440,55393,Otis Dr:High St,,  37.7518787,-122.2387831,,,0,
0102450,56844,Otis Dr:Larchmont Isle,,  37.7649048,-122.2674210,,,0,
0102460,53113,Otis Dr:Larchmont Isle,,  37.7649616,-122.2670038,,,0,
0102480,56725,Otis Dr:Mound St,,  37.7533530,-122.2411650,,,0,
0102490,50450,Otis Dr:Park St,,  37.7571616,-122.2479736,,,0,place_PSOT
0102500,53994,Otis Dr:Park St,,  37.7578120,-122.2486610,,,0,place_PSOT
0102530,58344,Otis Dr:S Shore Ctr,,  37.7595100,-122.2518340,,,0,
0102560,51531,Otis Dr:Westline Dr,,  37.7660709,-122.2711039,,,0,
0102570,55606,Otis Dr:Westline Dr,,  37.7662635,-122.2714046,,,0,
0102580,58522,Otis Dr:Willow St,,  37.7606665,-122.2536143,,,0,
0102590,51535,Otis Dr:Willow St,,  37.7605150,-122.2536430,,,0,
0102630,59770,Pacific Av:4th St,,  37.7765116,-122.2856466,,,0,
0102640,54682,Pacific Av:Main St,,  37.7766452,-122.2909206,,,0,
0102680,56488,Park St:Blanding Av,,  37.7704555,-122.2374691,,,0,
0102690,55844,Park St:Buena Vista Av,,  37.7679799,-122.2395224,,,0,
0102730,56433,Park St:Clement Av,,  37.7696307,-122.2381674,,,0,
0102770,57500,Park St:Encinal Av,,  37.7623630,-122.2442730,,,0,
0102810,57537,Park St:Otis Dr,,  37.7573100,-122.2487320,,,0,place_PSOT
0102820,57797,Park St:Otis Dr,,  37.7577826,-122.2481334,,,0,place_PSOT
0102830,58895,Park St:San Jose Av,,  37.7608012,-122.2458370,,,0,
0102840,57767,Park St:San Jose Av,,  37.7607259,-122.2456360,,,0,
0102890,51170,Robert Davey Jr Dr:Channing Way,,  37.7431773,-122.2482477,,,0,
0102900,58843,Robert Davey Jr Dr:Channing Way,,  37.7428174,-122.2474711,,,0,
0102910,58827,Robert Davey Jr Dr:Oyster Pond Rd,,  37.7426610,-122.2452679,,,0,
0102920,55024,Robert Davey Jr Dr:Oyster Pond Rd,,  37.7424317,-122.2451071,,,0,
0102930,58837,Robert Davey Jr Dr:Packet Landing Rd,,  37.7436309,-122.2391738,,,0,
0102940,55278,Robert Davey Jr Dr:Packet Landing Rd,,  37.7442808,-122.2395939,,,0,
0102950,52270,Robert Davey Jr Dr:Puddingstone Rd,,  37.7439730,-122.2435367,,,0,
0102960,55708,Robert Davey Jr Dr:Puddingstone Rd,,  37.7442424,-122.2427171,,,0,
0103140,55675,Santa Clara Av:8th St,,  37.7731592,-122.2728666,,,0,
0103150,55995,Santa Clara Av:8th St,,  37.7733026,-122.2725943,,,0,
0103160,56558,Santa Clara Av:9th St,,  37.7732447,-122.2708447,,,0,
0103170,55378,Santa Clara Av:9th St,,  37.7731099,-122.2706646,,,0,
0103180,55944,Santa Clara Av:Bay St,,  37.7728790,-122.2647724,,,0,
0103190,55537,Santa Clara Av:Bay St,,  37.7730757,-122.2649204,,,0,
0103200,57733,Santa Clara Av:Broadway,,  37.7636800,-122.2385820,,,0,
0103220,51591,Santa Clara Av:Caroline St,,  37.7730218,-122.2682168,,,0,
0103230,55579,Santa Clara Av:Chestnut St,,  37.7697276,-122.2517608,,,0,
0103270,56661,Santa Clara Av:Grand St,,  37.7715518,-122.2560265,,,0,
0103280,52533,Santa Clara Av:Grand St,,  37.7715369,-122.2563168,,,0,
0103330,53370,Santa Clara Av:Oak St,,  37.7660380,-122.2437945,,,0,
0103340,55511,Santa Clara Av:Park St,,  37.7652840,-122.2416920,,,0,
0103350,59255,Santa Clara Av:Park St,,  37.7653680,-122.2420850,,,0,
0103360,57373,Santa Clara Av:Stanton St,,  37.7727734,-122.2597881,,,0,
0103370,55994,Santa Clara Av:Stanton St,,  37.7729128,-122.2598869,,,0,
0103380,58944,Santa Clara Av:Walnut St,,  37.7671924,-122.2463336,,,0,
0103420,59992,Santa Clara Av:Webster St,,  37.7732718,-122.2764356,,,0,
0103430,51119,Santa Clara Av:Willow St,,  37.7684832,-122.2489041,,,0,
0103450,57367,Shoreline Dr:#2019,,  37.7574153,-122.2583680,,,0,
0103470,52132,Shoreline Dr:Grand St,,  37.7592807,-122.2637676,,,0,
0103480,54387,Shoreline Dr:Kitty Hawk Rd,,  37.7581499,-122.2607248,,,0,
0103490,53313,Shoreline Dr:Kitty Hawk Rd,,  37.7583120,-122.2607402,,,0,
0103500,50510,Willow St:Shoreline Dr,,  37.7570816,-122.2566410,,,0,
0103590,55499,Alameda South Shore Center:Kohl's,,  37.7587494,-122.2531976,,,0,
0103600,50300,Alameda South Shore Center:Kohl's,,  37.7586820,-122.2527670,,,0,
0103730,55033,W Midway Av:Pan Am Way,,  37.7855282,-122.2982295,,,0,
0103790,57700,Webster St:Ralph Appezzato Memorial Pkwy,,  37.7790822,-122.2766923,,,0,
0103800,51551,Webster St:Buena Vista Av,,  37.7770346,-122.2767695,,,0,
0103830,55549,Webster St:Lincoln Av,,  37.7754907,-122.2766451,,,0,
0103860,57750,Webster St:Santa Clara Av,,  37.7730666,-122.2768900,,,0,
0103900,52256,Whitehall Pl:Willow St,,  37.7594087,-122.2547707,,,0,
0103910,51145,Whitehall Pl:Willow St,,  37.7595340,-122.2548340,,,0,
0103950,58178,Willow St:Franciscan Way,,  37.7582640,-122.2557490,,,0,
0103960,57597,Willow St:Franciscan Way,,  37.7583757,-122.2558754,,,0,
0104010,58278,Willow St:Shoreline Dr,,  37.7570740,-122.2564200,,,0,
0104110,55041,Encinal Av:Broadway,,  37.7603150,-122.2405440,,,0,
0104120,50650,Encinal Av:Broadway,,  37.7603719,-122.2403341,,,0,
0104170,56658,Park St:Buena Vista Av,,  37.7679678,-122.2398297,,,0,
0104210,52666,Park St:Santa Clara Av,,  37.7651408,-122.2421298,,,0,
0104220,55546,Park St:Santa Clara Av,,  37.7656005,-122.2415750,,,0,
0104230,51444,Park St:Encinal Av,,  37.7622156,-122.2446172,,,0,
0104240,54877,Park St:Encinal Av,,  37.7627933,-122.2439301,,,0,
0104270,58899,Webster St:Lincoln Av,,  37.7748926,-122.2768192,,,0,
0104280,55975,Webster St:Central Av,,  37.7717343,-122.2768063,,,0,
0104300,55476,Mecartney Rd:Melrose Av,,  37.7340770,-122.2346562,,,0,
0104310,55444,Webster St:Santa Clara Av,,  37.7736109,-122.2767112,,,0,
0104330,53422,Buena Vista Av:Willow St,,  37.7715440,-122.2472260,,,0,
0104370,50611,Buena Vista Av:Park St,,  37.7681464,-122.2397354,,,0,
0104380,55523,Alameda South Shore Center At Park St,,  37.7567781,-122.2491651,,,0,
0104390,55519,Alameda South Shore Center At Park St,,  37.7570679,-122.2495373,,,0,
0104400,53466,Encinal Av:Versailles Av,,  37.7593580,-122.2385795,,,0,
0104450,55049,Mecartney Rd:Island Dr,,  37.7354990,-122.2395171,,,0,
0104460,58677,Broadway:Blanding Av,,  37.7685902,-122.2342222,,,0,place_BDBL
0104470,58754,Maitland Dr:Fitchburg Av,,  37.7309885,-122.2316946,,,0,
0104480,50578,Maitland Dr:Fitchburg Av,,  37.7307948,-122.2317360,,,0,
0104510,53545,Central Av:Pacific Av,,  37.7756939,-122.2911501,,,0,
0104530,51615,Central Av:3rd St,,  37.7727643,-122.2887097,,,0,
0104560,51229,Pacific Av:3rd St,,  37.7765474,-122.2874026,,,0,
0104570,56512,Pacific Av:3rd St,,  37.7763303,-122.2877262,,,0,
0104590,52578,Pacific Av:Central Av,,  37.7764130,-122.2907678,,,0,
0104600,59400,Webster St:Atlantic Av,,  37.7802021,-122.2763658,,,0,
0104700,55858,Mecartney Rd:Belmont Place,,  37.7359990,-122.2419679,,,0,
0104720,50236,Atlantic Av:Challenger Dr,,  37.7809059,-122.2709364,,,0,
0104730,50243,W Midway Av:Orion St,,  37.7850584,-122.2938551,,,0,
0104740,50251,W Midway Av:Pan Am Way,,  37.7856216,-122.2978920,,,0,
0104760,50257,W Ranger Av:#650,,  37.7847210,-122.2999741,,,0,
0104770,50258,Saratoga St:W Midway Av,,  37.7856104,-122.3021305,,,0,
0104780,50259,W Midway Av:Orion St,,  37.7849998,-122.2943993,,,0,
0104790,50541,Webster St:Stargell Av,,  37.7828596,-122.2767700,,,0,
0104800,50542,Webster St:Stargell Av,,  37.7831694,-122.2763881,,,0,
0200010,55064,Bayside Common Condominiums,,  37.8963137,-122.3081500,,,0,
0200040,55979,Buchanan St:Jackson St,,  37.8875089,-122.3011874,,,0,
0200050,56523,Buchanan St:Pierce St,,  37.8875820,-122.3051402,,,0,
0200060,55142,Buchanan St:Polk St,,  37.8876830,-122.3025842,,,0,
0200080,50622,Buchanan St:Usda Trucking,,  37.8871053,-122.3062450,,,0,
0200120,55448,Jackson St:8th St,,  37.8834549,-122.2999811,,,0,
0200130,54096,Jackson St:8th St,,  37.8835084,-122.3000689,,,0,
0200200,55990,Ohlone Dr:#956,,  37.8855344,-122.3013030,,,0,
0200220,52700,Pierce St:#545,,  37.8958126,-122.3081223,,,0,
0200250,55616,Pierce St:Gateview Apts,,  37.8938688,-122.3072978,,,0,
0200260,56411,Pierce St:Gateview Apts,,  37.8940856,-122.3071888,,,0,
0200270,54376,Pierce St:Solano Av,,  37.8890313,-122.3058441,,,0,
0200280,55718,Pierce St:Washington Av,,  37.8895148,-122.3058928,,,0,
0200350,52117,San Pablo Av:Brighton Av,,  37.8971372,-122.3010250,,,0,
0200360,56422,San Pablo Av:Brighton Av,,  37.8965096,-122.3010900,,,0,
0200370,56606,San Pablo Av:Buchanan St,,  37.8880699,-122.2981122,,,0,
0200380,57957,San Pablo Av:Buchanan St,,  37.8880964,-122.2984039,,,0,
0200390,55728,San Pablo Av:Castro St,,  37.8942865,-122.3003764,,,0,
0200400,51166,San Pablo Av:Marin Av,,  37.8864621,-122.2978696,,,0,
0200410,55867,San Pablo Av:Marin Av,,  37.8864860,-122.2976044,,,0,
0200420,55978,San Pablo Av:Monroe St,,  37.8848270,-122.2970678,,,0,
0200430,54344,San Pablo Av:Monroe St,,  37.8844104,-122.2972128,,,0,
0200450,50888,San Pablo Av:Solano Av,,  37.8900655,-122.2987473,,,0,
0200590,55766,Solano Av:Cornell Av,,  37.8903904,-122.2958712,,,0,
0200600,55730,Solano Av:Cornell Av,,  37.8905267,-122.2960187,,,0,
0200610,51212,Solano Av:Curtis St,,  37.8908709,-122.2871565,,,0,
0200620,55395,Solano Av:Kains Av,,  37.8903792,-122.2983200,,,0,
0200630,55133,Solano Av:Masonic Av,,  37.8905034,-122.2932960,,,0,
0200640,58977,Solano Av:Masonic Av,,  37.8906925,-122.2934792,,,0,
0200650,56615,Solano Av:Peralta Av,,  37.8909554,-122.2852393,,,0,
0200670,51915,Solano Av:Ramona Av,,  37.8907478,-122.2913283,,,0,
0200680,56568,Solano Av:Ramona Av,,  37.8906403,-122.2909284,,,0,
0200700,52245,Solano Av:Santa Fe Av,,  37.8907502,-122.2889255,,,0,
0200710,55905,Solano Av:Santa Fe Av,,  37.8908632,-122.2891941,,,0,
0200720,57975,Solano Av:Ventura Av,,  37.8910781,-122.2831532,,,0,
0200730,56688,San Pablo Av:Solano Av,,  37.8899646,-122.2990127,,,0,
0200740,52217,San Pablo Av:Portland Av,,  37.8933355,-122.2998084,,,0,
0200750,55958,Pierce St:Solano Av,,  37.8887276,-122.3057910,,,0,
0200760,54440,Ohlone Av:West End Way,,  37.8847305,-122.3050115,,,0,
0200770,55115,Red Oak Av:Kinkead Way,,  37.8829334,-122.3029060,,,0,
0200780,50529,Jackson St:Ohlone St,,  37.8854439,-122.3001501,,,0,
0300030,52231,6th St:Allston Way,,  37.8650795,-122.2968209,,,0,
0300040,57589,6th St:Allston Way,,  37.8654891,-122.2968085,,,0,
0300070,52236,6th St:Cedar St,,  37.8738670,-122.2996973,,,0,
0300080,53227,6th St:Cedar St,,  37.8743323,-122.2996626,,,0,
0300090,59338,6th St:Channing Way,,  37.8616396,-122.2955546,,,0,
0300100,55790,6th St:Channing Way,,  37.8618162,-122.2957847,,,0,
0300110,59757,6th St:Delaware St,,  37.8708266,-122.2985053,,,0,
0300120,55149,6th St:Delaware St,,  37.8708330,-122.2986850,,,0,
0300130,59668,6th St:Gilman St,,  37.8788933,-122.3012838,,,0,
0300140,56499,6th St:Hearst Av,,  37.8694594,-122.2982826,,,0,
0300150,52310,6th St:Page St,,  37.8765143,-122.3005198,,,0,
0300160,56465,6th St:Page St,,  37.8763494,-122.3002840,,,0,
0300170,55065,6th St:University Av,,  37.8683069,-122.2976882,,,0,
0300180,56310,6th St:University Av,,  37.8676836,-122.2976960,,,0,
0300190,59774,6th St:Virginia St,,  37.8722363,-122.2989497,,,0,
0300200,59908,6th St:Virginia St,,  37.8720778,-122.2991231,,,0,
0300210,55909,7th St:Anthony St,,  37.8522852,-122.2916088,,,0,
0300220,55915,7th St:Anthony St,,  37.8521796,-122.2913787,,,0,
0300260,55970,7th St:Grayson St,,  37.8554134,-122.2926102,,,0,
0300270,50633,7th St:Grayson St,,  37.8555686,-122.2925702,,,0,
0300290,58667,7th St:Heinz Av,,  37.8533342,-122.2917665,,,0,
0300300,55738,7th St:Parker St,,  37.8586027,-122.2934837,,,0,
0300310,55807,7th St:Parker St,,  37.8585478,-122.2936647,,,0,
0300315,57566,Addison St:Oxford St,,  37.8712934,-122.2665493,,,0,
0300320,52252,Adeline St:Alcatraz Av,,  37.8491153,-122.2710909,,,0,
0300330,52525,Adeline St:Alcatraz Av,,  37.8484501,-122.2717477,,,0,
0300340,53327,Adeline St:Ashby Av,,  37.8554240,-122.2686188,,,0,
0300350,59978,Adeline St:Ashby BART Station,,  37.8525969,-122.2700501,,,0,
0300360,59918,Adeline St:Ashby BART Station,,  37.8529129,-122.2695416,,,0,
0300380,54254,Adeline St:Fairview St,,  37.8507917,-122.2708478,,,0,
0300390,57220,Adeline St:Oregon St,,  37.8577582,-122.2677277,,,0,
0300400,57330,Adeline St:Oregon St,,  37.8570802,-122.2684949,,,0,
0300410,56736,Adeline St:Russell St,,  37.8554910,-122.2690090,,,0,
0300420,56910,Adeline St:Ward St,,  37.8590356,-122.2677908,,,0,
0300430,59578,Adeline St:Ward St,,  37.8589403,-122.2673283,,,0,
0300440,54894,Alcatraz Av:Adeline St,,  37.8487466,-122.2718902,,,0,
0300450,56751,Alcatraz Av:Adeline St,,  37.8486264,-122.2718323,,,0,
0300460,50701,Alcatraz Av:California St,,  37.8481465,-122.2755232,,,0,
0300470,50756,Alcatraz Av:California St,,  37.8482412,-122.2756646,,,0,
0300480,51701,Alcatraz Av:Dover St,,  37.8489717,-122.2691932,,,0,
0300490,51712,Alcatraz Av:Dover St,,  37.8491238,-122.2691346,,,0,
0300520,52723,Alcatraz Av:King St,,  37.8485330,-122.2735216,,,0,
0300530,59321,Alcatraz Av:King St,,  37.8483970,-122.2737186,,,0,
0300540,55164,Alcatraz Av:Sacramento St,,  37.8479134,-122.2773516,,,0,
0300550,52756,Alcatraz Av:Sacramento St,,  37.8480007,-122.2775822,,,0,
0300560,57990,Arlington Av:Boynton Av,,  37.9020602,-122.2766039,,,0,
0300570,54578,Arlington Av:Boynton Path,,  37.9019727,-122.2763655,,,0,
0300580,55107,Arlington Av:Indian Rock Path,,  37.8920034,-122.2739399,,,0,
0300590,56752,Arlington Av:Indian Rock Path,,  37.8919892,-122.2742057,,,0,
0300600,53723,Arlington Av:Mendocino Path,,  37.8931074,-122.2746348,,,0,
0300610,56753,Arlington Av:Mendocino Av,,  37.8932320,-122.2748344,,,0,
0300620,57585,Arlington Av:San Antonio Av,,  37.8991222,-122.2774213,,,0,
0300630,58768,Arlington Av:San Fernando Av,,  37.8988243,-122.2765587,,,0,
0300640,57432,Arlington Av:San Luis Rd,,  37.9009897,-122.2768979,,,0,
0300650,59970,Arlington Av:San Luis Rd,,  37.9009470,-122.2771876,,,0,
0300660,59938,Arlington Av:Southampton Av,,  37.8944094,-122.2747190,,,0,
0300670,51880,Arlington Av:Thousand Oaks Blvd,,  37.8973786,-122.2762860,,,0,
0300680,56759,Arlington Av:Thousand Oaks Blvd,,  37.8971562,-122.2756917,,,0,
0300690,52880,Arlington Av:Yosemite Rd,,  37.8949574,-122.2752638,,,0,
0300710,55817,Ashby Av:7th St,,  37.8511952,-122.2904636,,,0,
0300720,50667,Ashby Av:Acton St,,  37.8531617,-122.2809724,,,0,
0300730,54954,Ashby Av:Acton St,,  37.8532178,-122.2817184,,,0,
0300740,56858,Ashby Av:Adeline St (Ashby BART Station),,  37.8551208,-122.2684700,,,0,
0300750,52239,Ashby Av:Adeline St (Ashby BART Station),,  37.8548118,-122.2686756,,,0,
0300760,50177,Ashby Av:California St,,  37.8535847,-122.2772099,,,0,
0300770,53880,Ashby Av:California St,,  37.8535310,-122.2766720,,,0,
0300780,50677,Ashby Av:Claremont Av,,  37.8580919,-122.2457638,,,0,
0300790,52331,Ashby Av:Claremont Av,,  37.8579768,-122.2456743,,,0,
0300800,56795,Ashby Av:Colby St,,  37.8563945,-122.2576161,,,0,
0300810,58568,Ashby Av:College Av,,  37.8570133,-122.2526610,,,0,
0300820,55651,Ashby Av:College Av,,  37.8571367,-122.2528764,,,0,
0300830,52336,Ashby Av:Deakin St,,  37.8558683,-122.2626205,,,0,
0300840,57658,Ashby Av:Deakin St,,  37.8557900,-122.2621734,,,0,
0300850,58820,Ashby Av:Domingo Av,,  37.8581432,-122.2441151,,,0,
0300860,50699,Ashby Av:Ellis St,,  37.8540602,-122.2735052,,,0,
0300870,59968,Ashby Av:Hillegass Av,,  37.8568175,-122.2553576,,,0,
0300880,59875,Ashby Av:Hillegass Av,,  37.8567025,-122.2552436,,,0,
0300890,51050,Ashby Av:King St,,  37.8538920,-122.2739000,,,0,
0300900,50540,Ashby Av:Mabel St,,  37.8527395,-122.2834540,,,0,
0300910,54559,Ashby Av:Mabel St,,  37.8527581,-122.2839863,,,0,
0300920,55765,Ashby Av:Martin Luther King Jr Way(Ashby BART Sa.),,  37.8544195,-122.2709196,,,0,
0300930,51171,Ashby Av:Martin Luther King Jr Way(Ashby BART Sa.),,  37.8542557,-122.2706094,,,0,
0300940,53756,Ashby Av:Piedmont Av,,  37.8576213,-122.2508956,,,0,
0300950,59879,Ashby Av:Piedmont Av,,  37.8577657,-122.2509815,,,0,
0300960,56870,Ashby Av:Pine Av,,  37.8579065,-122.2487036,,,0,
0300970,57056,Ashby Av:Pine Av,,  37.8578404,-122.2482105,,,0,
